Under_6_years_With_health_insurance_coverage,Under_6_years_No_health_insurance_coverage,6_to_18_years_With_health_insurance_coverage,6_to_18_years_No_health_insurance_coverage,19_to_25_years_With_health_insurance_coverage,19_to_25_years_No_health_insurance_coverage,26_to_34_years_With_health_insurance_coverage,26_to_34_years_No_health_insurance_coverage,35_to_44_years_With_health_insurance_coverage,35_to_44_years_No_health_insurance_coverage,45_to_54_years_With_health_insurance_coverage,45_to_54_years_No_health_insurance_coverage,55_to_64_years_With_health_insurance_coverage,55_to_64_years_No_health_insurance_coverage,65_to_74_years_With_health_insurance_coverage,65_to_74_years_No_health_insurance_coverage,75_years_and_over_With_health_insurance_coverage,75_years_and_over_No_health_insurance_coverage,stateId
2733,103,7303,1376,3920,1293,4773,1329,4467,1589,3568,666,2264,1624,1638,0,61,0,AZ-09
,,,,,,,,,,,,,,,,,,AR-01
1884,278,5670,1460,1549,705,763,755,1304,2537,986,1530,882,392,620,21,61,316,AR-04
20181,278,42278,3237,19086,3534,19560,7353,16597,5807,14685,4666,12710,2307,5675,0,4522,0,CA-16
5547,279,17899,1919,10344,2318,13860,4744,10870,4821,10316,4715,8872,773,4357,297,1928,63,CA-37
4249,124,9099,685,5507,958,8875,1278,8230,1328,4676,1035,4343,271,2587,0,1469,112,CA-53
7095,879,21474,2654,12859,2151,13113,3205,10025,4168,10593,3800,6665,1121,3978,161,1454,197,CA-31
240,170,2704,1252,397,344,815,1273,518,1916,234,1351,204,66,209,0,461,0,TN-04
,,,,,,,,,,,,,,,,,,NY-23
9639,592,20003,699,8058,1042,11980,4679,12892,3845,8802,2069,6555,457,4689,207,3562,80,NY-16
2548,0,5156,39,2899,1173,5179,1126,3255,2849,3927,1570,2421,1189,2244,0,700,0,NY-11
24653,508,51966,1984,26329,3216,28955,8182,24921,7079,26600,4445,26419,3987,11364,670,8914,291,NY-15
4559,0,9878,0,6161,631,6578,1532,5863,1006,6360,654,5250,190,4240,110,1646,0,NY-08
1180,0,4805,143,3106,635,6042,466,3912,851,3676,1003,2786,398,2843,190,1091,0,NY-12
3182,0,7445,21,3429,403,4490,229,4931,1052,6084,1048,2672,373,1397,0,808,0,NY-18
2210,90,6349,579,1797,1226,1250,2419,1652,3502,1238,1240,1171,82,0,0,0,0,NC-01
1915,611,5680,545,2026,1775,2046,1738,1789,1756,1577,562,507,117,338,104,0,0,NC-07
3310,114,6213,2016,1696,1240,1345,1556,2102,2952,1641,1704,1364,416,426,0,405,0,NC-02
3762,264,6985,244,1565,2405,1033,3207,2838,3045,1015,2446,995,235,783,0,203,0,NC-06
868,0,1844,333,1021,505,932,409,1154,679,1209,1262,396,205,111,0,52,0,NC-03
1257,0,4515,153,832,382,1318,1047,820,2072,1067,711,327,117,302,70,176,0,NC-10
1984,936,8875,2378,1915,1244,2249,3591,3878,3772,3864,3043,2005,1679,739,260,393,0,NC-04
755,0,3191,220,699,474,1502,1177,869,1408,954,771,923,1028,90,0,0,0,NC-05
,,,,,,,,,,,,,,,,,,OH-01
1981,339,4124,2214,848,1242,252,1572,199,2188,336,2885,113,544,254,108,348,68,NC-11
2195,0,5945,1805,2992,1854,1263,2504,1048,2277,1720,1770,750,624,891,0,581,0,NC-08
7112,1505,13278,5939,3654,4076,5597,6455,3216,6735,3846,4088,2223,2724,537,101,142,0,NC-12
,,,,,,,,,,,,,,,,,,OH-07
,,,,,,,,,,,,,,,,,,OH-14
2791,559,5370,1545,1616,1638,1645,2944,2037,2156,968,1755,579,581,180,0,43,0,OH-03
,,,,,,,,,,,,,,,,,,OH-10
1040,0,1949,272,650,79,1398,467,811,458,916,503,721,0,376,0,508,0,OH-05
,,,,,,,,,,,,,,,,,,OH-13
,,,,,,,,,,,,,,,,,,OH-15
805,241,2396,0,1370,273,2165,569,2392,757,2746,330,2223,385,621,0,415,0,OH-09
,,,,,,,,,,,,,,,,,,OH-12
1428,187,3371,521,950,1053,672,981,1195,855,727,653,515,153,472,4,133,0,OK-02
1042,72,3667,806,870,746,1497,2038,1044,532,2259,583,1092,161,656,0,283,0,OK-03
918,0,2771,171,894,711,1733,493,1267,593,1499,885,869,487,529,0,181,0,OK-04
3586,86,9100,183,3491,241,5313,1565,4006,2202,4746,1064,2680,1127,896,0,505,0,OR-01
4490,453,10086,850,4355,2696,4998,2486,4632,2282,3193,842,2948,333,1226,246,310,138,OR-05
1031,0,3331,354,1378,861,2207,108,1881,342,1769,986,1092,201,1198,42,56,0,OR-02
1596,0,4167,0,2276,243,3639,353,3926,692,1574,397,1385,209,2073,0,362,0,RI-02
1930,235,3970,1800,1218,829,1939,2760,1353,2062,997,1571,1647,547,586,0,686,0,SC-01
2746,307,5565,1385,906,1633,1285,1876,1459,3880,570,408,764,567,500,0,180,0,SC-04
,,,,,,,,,,,,,,,,,,SC-05
,,,,,,,,,,,,,,,,,,SC-02
555,339,434,459,189,292,1236,550,110,254,495,106,290,19,117,0,128,51,SD-00
,,,,,,,,,,,,,,,,,,TN-01
3135,0,4430,2883,1088,1029,2162,1411,1575,2738,1394,1537,524,81,382,0,0,0,TN-05
,,,,,,,,,,,,,,,,,,TN-07
,,,,,,,,,,,,,,,,,,TN-02
1950,1512,5670,1403,614,1803,1080,1529,1091,1819,858,1305,97,810,220,358,262,0,TN-09
2919,409,6644,1154,2305,1489,2761,1210,4288,1409,3345,1389,2540,1304,1021,250,850,0,TX-28
693,85,1182,233,1400,138,611,741,551,504,701,219,594,250,533,0,508,0,TX-01
4740,3215,9174,4010,2462,2437,5740,5641,3960,8699,4485,2693,2155,1252,1519,408,141,304,TX-07
6135,608,9107,2555,2823,2564,3958,3861,4236,2985,4285,1715,3642,246,1506,0,927,0,TX-06
915,28,1620,773,947,272,1144,251,2715,776,793,365,1636,145,629,0,376,0,TX-17
813,75,5499,1587,2201,2004,1523,434,3177,2340,2684,2078,1256,251,1107,33,56,0,TX-36
8023,452,13113,2889,5720,6764,8285,5728,4769,5895,6382,4763,6049,3859,5170,101,3264,0,TX-16
2454,1107,7945,1347,1898,2838,2670,3789,2886,4252,3194,1127,1497,1302,472,195,42,0,TX-24
9896,3165,25801,10667,8485,8291,7975,9432,9822,12816,8590,8223,6391,4900,3452,388,1631,158,TX-33
7155,1765,8660,4919,4266,1263,5249,5211,6292,3614,5581,1406,3345,2177,1853,0,1308,0,TX-11
5507,325,9142,4361,2775,7616,4780,6705,5707,7722,3751,4415,5710,3929,4388,594,2232,0,TX-15
4322,254,9337,824,2326,1057,4924,3221,4751,3179,4573,2213,4157,642,2573,34,835,0,TX-23
1627,206,5000,1996,3396,1294,4666,2070,1977,1857,1356,2213,1460,504,1220,121,393,0,TX-12
714,260,4407,1182,696,666,1301,843,2248,882,2228,1297,1825,567,2086,396,334,0,TX-08
1586,216,4908,697,908,614,1895,1201,1668,2810,2778,1902,3338,1177,3423,122,1808,254,TX-34
3208,657,8223,5879,3808,3312,3623,3622,5134,3110,3357,2163,4553,1155,1818,175,979,0,TX-30
3253,1445,7668,5962,4038,6295,4102,5681,4342,5436,4382,5253,4294,1861,2025,104,485,122,TX-18
6436,1190,11572,4500,2899,6169,5328,6328,5347,8583,3395,5423,4015,1515,2299,666,504,0,TX-02
5234,541,10802,1129,3843,1526,6231,3381,7892,3578,5107,1760,4594,1185,4020,442,2009,214,TX-20
1535,158,3001,1552,2399,416,2204,1383,3038,1881,2497,780,2151,560,913,0,573,159,TX-21
969,288,2427,422,2012,348,1924,929,3298,507,2068,230,1479,365,1022,0,470,0,TX-31
1313,0,1814,975,1720,639,1621,268,2176,889,474,1622,1417,598,326,0,227,73,TX-25
2813,851,7251,3991,2094,2700,2605,3187,2341,3871,2083,3771,1949,373,136,0,347,0,TX-32
743,0,2859,172,887,502,2854,1201,1888,733,1932,380,1031,170,323,213,682,0,TX-03
1335,47,4961,1359,2054,45,2266,1965,1747,1322,1352,855,1737,650,452,370,91,0,TX-04
1788,513,3353,2101,1586,1156,612,656,2586,1449,1557,807,1595,391,1426,0,115,0,TX-13
1664,0,3344,771,3599,1529,1890,871,2584,1478,2433,672,984,1078,466,0,299,0,TX-26
5321,2621,12749,5836,3909,6054,4744,8859,4234,11188,4396,8464,4764,2195,2495,183,1906,111,TX-09
,,,,,,,,,,,,,,,,,,VT-00
725,80,3099,833,822,52,1428,418,1526,420,808,568,642,322,851,33,79,0,UT-01
3095,640,9020,2810,4415,2807,4278,2673,4418,3423,4743,2809,2159,1129,899,198,711,0,UT-04
2356,199,4530,529,2498,1354,1759,1434,2660,2182,2100,1665,903,284,932,0,119,0,VA-01
2061,252,3840,1070,696,1016,1804,879,2514,1945,1512,1232,582,557,920,166,195,100,VA-10
,,,,,,,,,,,,,,,,,,VA-05
3091,177,6503,2997,1251,1668,1280,2787,3061,2438,2235,1196,1383,689,918,0,92,0,VA-07
3677,0,9656,3478,3109,1986,4436,2972,5665,4356,4417,3427,3353,1696,1288,376,1078,0,VA-11
,,,,,,,,,,,,,,,,,,VA-09
6462,559,7612,538,1677,2942,4358,3454,5205,4138,1484,3382,1890,1499,1931,0,0,0,VA-08
1745,0,3495,0,1770,535,1521,458,2317,874,835,363,1098,270,575,0,98,0,WA-03
3407,210,4985,449,2949,1433,4011,1690,3518,1728,2522,626,826,501,126,0,86,0,WA-10
12202,810,27746,2225,8682,4448,7323,5667,9856,7569,6251,4755,6243,2229,3334,481,1463,0,WA-04
1134,363,4269,839,851,667,3998,1844,3222,1562,1481,1365,1470,184,331,0,0,0,WA-07
5233,238,10065,1104,3119,3442,4055,2989,3955,3421,4031,2163,1813,1002,924,0,650,0,WA-09
5405,1070,16176,684,3499,2961,2606,2113,5236,4165,3550,1904,2487,484,540,0,464,0,WA-08
,,,,,,,,,,,,,,,,,,WV-01
,,,,,,,,,,,,,,,,,,WV-02
728,0,970,171,280,266,364,240,384,642,259,205,391,69,284,0,37,0,WI-03
4728,249,10792,1844,3327,1529,5480,1876,5214,2678,3891,2144,2543,904,1392,157,975,0,WI-04
,,,,,,,,,,,,,,,,,,WI-07
312,438,1532,243,569,559,1057,708,336,1532,658,175,247,0,17,0,45,0,WI-06
1281,840,3591,1029,332,88,1066,1370,725,347,582,1291,174,317,563,0,179,0,WI-08
22012,552,85730,3715,50016,8575,43345,11111,53569,9846,60569,6819,54166,5603,50909,782,36228,263,PR-98
2133,197,3350,439,364,722,1154,726,863,631,474,1226,290,440,450,0,66,0,MS-01
,,,,,,,,,,,,,,,,,,MS-03
,,,,,,,,,,,,,,,,,,MS-04
,,,,,,,,,,,,,,,,,,MS-02
,,,,,,,,,,,,,,,,,,PA-18
2639,45,6871,0,1472,874,4611,168,3307,877,3901,713,2677,37,1369,0,312,0,PA-07
12160,382,25399,2268,7011,5624,10168,6621,10949,4510,10121,4777,8947,2389,5396,0,3409,0,PA-02
,,,,,,,,,,,,,,,,,,PA-17
,,,,,,,,,,,,,,,,,,PA-01
,,,,,,,,,,,,,,,,,,PA-13
,,,,,,,,,,,,,,,,,,PA-16
1616,152,5532,150,2022,744,2613,556,2917,1379,2655,182,1474,522,317,237,110,194,PA-08
,,,,,,,,,,,,,,,,,,PA-10
,,,,,,,,,,,,,,,,,,PA-11
,,,,,,,,,,,,,,,,,,PA-09
,,,,,,,,,,,,,,,,,,PA-04
,,,,,,,,,,,,,,,,,,PA-15
,,,,,,,,,,,,,,,,,,PA-05
,,,,,,,,,,,,,,,,,,PA-03
710,67,2556,493,667,533,1141,535,1235,665,341,742,648,68,390,0,59,0,MO-07
,,,,,,,,,,,,,,,,,,MO-06
,,,,,,,,,,,,,,,,,,MO-08
,,,,,,,,,,,,,,,,,,MO-03
,,,,,,,,,,,,,,,,,,MO-04
,,,,,,,,,,,,,,,,,,MT-00
2441,760,6925,1054,2740,633,3151,393,1903,785,4101,458,529,111,984,0,452,0,NE-03
13188,1648,26341,6301,10389,5461,14454,9369,14333,10492,11326,5986,7431,3667,3969,430,2046,150,NV-01
3862,363,9288,636,4440,230,6913,1539,6967,2689,5678,340,3808,50,2816,51,588,0,NV-03
4899,724,10030,2981,7836,1730,6612,3032,4542,2959,6434,3416,4852,863,2830,0,777,0,NV-02
,,,,,,,,,,,,,,,,,,NH-02
5558,91,9620,530,4127,2426,4651,2429,5070,2508,4411,1593,1975,986,1606,0,1336,56,NJ-01
3768,0,10053,431,4026,1586,4924,3658,6634,2879,6040,1908,3619,767,3819,215,1101,0,NJ-10
785,0,2714,42,1371,135,1334,247,2442,329,2425,245,962,373,1050,0,53,0,NJ-05
3162,0,6751,462,3946,1411,3309,2461,4748,3504,3560,1574,2539,219,1782,208,1053,0,NJ-07
6980,222,16244,2040,6631,2366,8538,3838,7273,5778,6708,3116,5765,2911,4870,306,3196,385,NJ-09
4165,190,8233,471,3651,2159,4136,1491,4928,1352,5474,1279,2502,403,1207,0,840,0,NJ-06
7248,2120,13900,4423,3021,2439,5501,5751,6748,5537,3307,2747,2853,1309,1429,0,334,478,NJ-12
3588,137,13314,1136,5570,2648,6289,2843,8139,4540,8734,2188,8401,975,4900,336,2987,0,NM-01
2698,76,9430,1238,4360,2353,4407,1117,7364,1854,6498,1738,6718,1560,5264,40,3756,33,NM-03
7538,108,10784,1208,4682,874,8162,987,8968,1310,7769,275,5122,119,2759,37,1037,0,NY-02
1051,0,2495,0,2558,118,1532,0,1760,319,1511,466,1419,45,1085,0,200,0,NY-25
4126,0,5621,0,3067,641,3876,944,4035,520,3764,849,1517,0,1394,0,777,0,NY-03
5206,304,7076,345,2519,694,3890,3009,3020,2754,4469,404,3695,686,1846,0,443,0,NY-10
13700,51,39079,727,20261,1867,34437,6660,23371,5198,25770,5251,22362,1635,13155,342,9828,165,NY-13
1848,0,4513,28,2306,0,3155,411,3040,385,1812,81,1941,0,836,0,438,0,NY-26
4095,0,8838,141,3545,739,5716,2084,3899,1658,3966,1860,2358,258,1352,0,1322,0,NY-09
,,,,,,,,,,,,,,,,,,NY-01
7895,56,19106,922,9564,1704,12797,3685,10288,3957,14077,2319,13365,547,8081,0,6585,245,NY-07
8918,203,15864,653,6939,351,7403,3338,11041,4853,8875,867,4792,494,1295,367,665,0,NY-17
4156,0,13810,259,4221,758,5681,2337,8337,2953,8287,2545,4871,1524,3019,226,2745,0,NY-06
7720,31,19672,287,8984,2151,9514,3468,11691,3333,12940,2561,11990,1398,6938,78,2913,0,NY-05
