Under_6_years_With_health_insurance_coverage,Under_6_years_No_health_insurance_coverage,6_to_18_years_With_health_insurance_coverage,6_to_18_years_No_health_insurance_coverage,19_to_25_years_With_health_insurance_coverage,19_to_25_years_No_health_insurance_coverage,26_to_34_years_With_health_insurance_coverage,26_to_34_years_No_health_insurance_coverage,35_to_44_years_With_health_insurance_coverage,35_to_44_years_No_health_insurance_coverage,45_to_54_years_With_health_insurance_coverage,45_to_54_years_No_health_insurance_coverage,55_to_64_years_With_health_insurance_coverage,55_to_64_years_No_health_insurance_coverage,65_to_74_years_With_health_insurance_coverage,65_to_74_years_No_health_insurance_coverage,75_years_and_over_With_health_insurance_coverage,75_years_and_over_No_health_insurance_coverage,stateId
4924,0,8038,143,1418,670,2533,107,1184,33,1165,217,832,143,488,0,443,0,OH-01
2324,0,7597,92,938,322,1402,513,1864,0,841,873,558,766,523,0,399,0,OH-02
7318,68,11313,164,4578,98,4442,834,3500,316,1898,255,1489,48,1241,0,232,0,OH-03
4264,60,7668,0,2040,509,2063,129,1322,0,1342,0,840,21,479,0,474,0,OH-04
3834,236,5905,104,1865,209,2681,334,1222,102,447,117,976,45,485,0,210,0,OH-05
2383,356,6453,87,1739,354,947,128,1434,727,1115,19,609,432,610,0,235,0,OH-07
5034,421,10653,383,3341,298,4306,280,1904,225,1268,73,953,168,804,0,439,0,OH-09
6930,448,9309,848,4201,243,3257,456,2241,286,1288,0,1035,0,567,0,550,0,OH-10
3672,55,5788,261,2146,117,2137,1104,1036,197,1516,0,1109,120,251,0,358,0,OH-11
3603,106,5835,384,3824,969,1306,124,1437,260,1001,214,1193,334,726,0,129,0,OH-12
3206,260,7025,46,2838,224,2641,298,1280,548,2328,0,855,107,274,0,356,0,OH-13
2632,208,5683,234,1791,676,1351,471,1246,230,754,71,160,0,529,0,161,46,OH-14
1664,0,4103,1068,2234,473,1413,40,891,243,293,257,670,22,403,0,151,0,OH-16
10263,933,16564,1754,5568,1750,6609,2263,5485,1695,3410,773,3353,483,2745,0,1340,0,OK-01
10117,1386,17617,2917,5891,3475,5058,3750,5932,2187,4577,2150,5308,1583,4965,147,3437,26,OK-02
5916,344,13777,1504,3561,1126,2969,2088,3927,1187,1837,703,3061,563,2191,43,841,0,OK-03
7404,884,15282,1050,6164,2166,4069,2441,6499,850,3484,873,2097,579,2823,10,1223,0,OK-04
6666,735,11933,1240,5322,806,5418,1785,3718,876,1894,512,1874,358,1779,0,602,60,OK-05
5943,115,11975,386,4499,928,4924,293,5251,210,2645,451,1652,356,1016,0,387,0,OR-01
3323,98,7135,426,1830,208,3514,961,3381,403,2552,264,2363,594,1466,0,1391,0,OR-02
6294,54,12997,594,3945,166,8478,1154,6606,206,3239,0,2295,75,1011,0,346,0,OR-03
3091,422,9567,0,6813,65,3461,1459,3841,303,3477,552,2230,551,3068,0,1320,0,OR-04
8342,0,10835,637,4999,668,4878,317,5112,489,2996,44,3063,201,1459,0,925,0,OR-05
4363,83,9362,0,3011,0,3556,343,3364,177,1254,382,881,264,1009,0,338,0,PA-02
2411,0,3462,553,3846,106,4585,344,2154,281,1432,209,904,0,711,0,802,0,PA-03
3380,0,5016,0,1585,0,1343,162,2132,0,637,70,745,119,1069,0,264,0,PA-05
3633,0,8475,28,1969,376,1879,81,2589,34,1421,114,724,53,990,0,237,0,PA-07
1847,0,5640,99,889,545,1237,51,1231,297,1431,0,1142,0,348,172,104,0,PA-08
4020,0,10382,0,2781,839,2722,234,2821,117,998,333,732,199,568,0,159,0,PA-10
4948,50,7911,648,1947,456,3455,222,2072,80,757,97,252,0,422,24,0,0,PA-11
3467,0,7851,99,2065,277,1537,325,1054,428,1159,299,251,35,677,0,292,0,PA-16
3044,0,8715,264,2499,268,2846,431,1140,184,1598,98,460,131,390,0,254,0,PA-18
4470,319,7948,8,1951,193,2780,318,913,382,1956,642,1102,39,1037,0,343,0,RI-01
4938,378,7218,1445,1796,90,1731,455,1655,350,1493,313,1835,113,481,0,132,0,SC-01
3060,81,4770,215,3387,159,687,291,1010,529,802,95,564,236,547,0,191,0,SC-02
3228,113,8841,370,929,345,940,224,922,174,775,207,643,0,450,0,455,0,SC-03
4750,64,5690,464,1446,182,2090,110,1420,579,392,278,639,459,142,0,35,0,SC-04
3465,57,7443,125,1310,293,1288,227,1499,107,976,186,328,184,502,0,86,0,SC-05
1652,167,3577,173,1449,74,1239,231,1442,287,968,0,1126,76,511,0,161,0,SC-06
3428,627,7726,471,2148,781,1775,727,2023,378,1357,146,1100,224,954,0,29,0,SD-00
3520,0,2914,238,2312,570,920,88,388,458,600,235,744,0,218,0,353,0,TN-01
3442,66,6040,55,2294,1154,1118,539,1140,79,443,325,339,0,836,0,356,28,TN-02
4556,196,9047,248,3042,601,1228,430,309,255,961,0,1354,203,1185,0,628,0,TN-04
1971,48,6503,106,880,8,1106,0,1085,418,645,25,653,202,750,0,319,0,TN-06
4912,222,9900,330,2672,287,1830,0,1938,716,1922,408,414,492,888,0,314,0,TN-07
3597,62,4588,606,942,433,1418,890,1448,259,1368,94,481,539,864,0,439,0,TX-01
3296,0,5454,327,1448,423,2918,1128,3593,414,2541,341,1080,268,1614,0,511,0,TX-02
6844,324,7716,428,1505,72,3429,406,2204,354,1471,22,1120,80,589,0,143,0,TX-03
3657,613,8399,701,1890,1030,1476,655,1114,1275,1682,572,1552,78,620,0,502,0,TX-04
3592,118,3784,794,339,364,1984,325,1511,684,1144,143,655,103,602,0,200,0,TX-05
5524,8,8108,759,3396,970,1612,698,949,345,1870,96,729,418,402,0,207,0,TX-06
6091,216,6065,1182,1517,1054,2258,389,1814,1136,1025,374,1322,93,697,0,384,0,TX-07
3677,105,8480,438,1375,348,1185,495,1286,307,1949,935,1914,113,1065,0,808,0,TX-08
2771,340,1948,360,2284,501,1154,463,1875,667,1306,458,1865,512,491,0,382,0,TX-09
3693,606,8251,1100,1663,1113,3673,932,4041,675,938,0,1506,67,939,0,577,0,TX-10
3128,965,6711,334,1228,493,2115,412,1253,258,555,313,834,56,702,0,345,0,TX-11
3145,593,8771,891,2490,89,1715,28,2157,882,1528,378,823,57,1047,0,217,0,TX-12
3211,21,6350,212,1613,983,1304,493,1202,852,597,374,1029,174,579,0,638,0,TX-13
3813,365,5765,378,1164,736,835,785,437,886,1356,544,383,791,1089,0,645,0,TX-15
3062,224,4031,594,2086,1115,1748,673,1217,259,1383,53,1154,84,578,0,445,0,TX-16
5639,330,6739,321,2735,631,2517,657,3528,373,803,351,872,0,371,83,440,0,TX-17
2128,0,2580,532,2125,276,2738,600,1821,533,1151,64,2038,188,670,56,552,0,TX-18
3521,309,5363,495,1535,321,857,868,1414,904,705,219,1323,82,293,0,272,0,TX-19
4086,0,8130,660,3193,1459,2771,725,3533,1592,1314,202,1367,378,1168,0,512,0,TX-20
2927,263,6928,1765,2541,1534,4095,250,2551,678,1527,535,1527,50,907,0,736,0,TX-21
6074,125,15112,842,2256,264,2437,802,2433,135,2527,186,1313,90,861,0,292,0,TX-22
2066,285,4901,189,613,554,2405,661,2716,675,1021,105,788,81,702,0,582,0,TX-23
5546,155,7333,127,2846,189,5073,1005,1819,65,1953,0,2346,188,604,97,781,0,TX-24
5536,0,7268,1173,2492,777,2127,278,2639,655,1578,118,1306,292,313,0,602,0,TX-25
6023,0,12222,485,3059,308,3623,315,2942,1022,1906,285,1056,205,685,0,517,0,TX-26
2611,145,3203,284,1567,1040,1595,24,596,28,1171,270,964,310,632,0,522,0,TX-27
3024,883,3108,638,944,1106,1790,1159,860,597,884,483,1145,24,599,37,806,0,TX-28
2578,362,3402,456,554,765,1437,562,418,223,599,192,375,0,248,0,121,0,TX-29
2770,100,3568,0,965,617,1053,411,1640,163,761,232,552,186,1007,0,574,0,TX-30
6624,442,15001,589,1785,1196,3658,1451,3506,397,2506,0,1408,177,794,0,518,163,TX-31
3665,278,7539,1345,2865,1725,3007,862,2117,224,2167,202,1056,168,801,0,804,0,TX-32
3897,143,1881,560,1211,361,891,530,825,293,687,134,483,410,755,0,388,0,TX-33
3797,35,4444,739,2730,1040,2081,718,1690,440,2179,460,1157,293,866,0,340,0,TX-35
2815,507,7690,1089,1571,489,1549,797,1314,47,703,238,1138,58,555,0,210,0,TX-36
3875,88,8307,194,3075,160,1999,607,1842,244,855,177,834,31,244,0,168,0,UT-01
4256,229,6327,1660,2324,584,3154,664,1425,6,758,84,1197,80,295,0,183,0,UT-02
4426,380,7587,169,3880,773,2944,206,3001,294,928,113,664,54,565,0,270,0,UT-03
7222,0,7802,1072,2256,1052,3259,299,4008,342,994,585,1127,0,322,0,68,0,UT-04
2135,0,3950,0,2484,136,1782,212,1006,13,1240,148,769,0,545,0,694,0,VT-00
5077,344,12434,115,2961,961,3384,797,2490,497,1686,205,1231,656,556,0,391,40,VA-01
8088,203,8533,551,3040,695,2209,664,3111,707,2113,560,1284,160,314,0,264,0,VA-02
6419,327,9700,133,4560,991,2308,583,2500,649,1003,431,1174,519,765,0,329,0,VA-03
4127,0,6456,324,3478,457,2584,1167,2688,96,1090,401,930,126,189,0,416,0,VA-04
2196,167,7679,162,1845,699,843,1073,1985,159,868,22,1560,137,503,0,416,0,VA-05
3634,585,7328,489,4070,402,1794,137,875,811,800,0,795,0,421,0,45,0,VA-06
4807,40,5808,383,4198,692,2732,226,1882,405,1939,294,845,246,851,0,215,0,VA-07
6122,0,8027,94,3543,173,7174,301,4592,184,2497,68,2193,130,974,0,610,0,VA-08
7141,0,12617,52,4032,513,3416,238,3799,417,3000,456,1420,362,487,0,270,0,VA-10
5669,126,11221,671,2786,371,4265,453,3419,75,2560,97,1558,100,421,0,487,0,VA-11
7443,305,12310,168,3750,80,5514,454,3153,436,4001,161,2097,57,1015,0,548,0,WA-01
5536,53,10663,288,5667,259,4836,550,4316,681,3774,15,2324,200,871,0,762,0,WA-02
5468,0,12535,57,4862,177,6531,1247,3108,530,3479,286,2728,24,1669,163,595,0,WA-03
4928,83,8170,0,1736,297,2465,429,3304,247,2223,350,1799,61,708,0,1280,0,WA-04
4769,10,8817,78,4442,434,4249,645,2809,499,1968,83,2319,132,1092,0,679,101,WA-05
7408,72,14984,206,5439,56,5750,993,4254,422,2526,331,3448,85,1712,0,938,0,WA-06
7680,0,13050,113,6951,465,10070,744,5701,1617,4140,145,2900,391,1271,0,274,0,WA-07
7381,0,13765,377,4299,231,4479,448,4381,124,4334,0,3397,9,1183,0,286,0,WA-08
7573,133,16304,101,4218,61,7029,507,5830,1095,3394,240,2012,87,763,0,497,0,WA-09
11173,0,20036,92,6659,554,6472,734,6377,198,4053,216,2876,450,1237,0,811,0,WA-10
3119,154,5976,18,1643,382,2288,274,1250,107,571,15,1171,0,310,0,0,0,WI-01
1339,160,3511,52,1150,73,839,391,632,206,459,4,623,91,516,0,165,0,WI-03
5244,214,9708,61,2532,138,3677,128,1771,322,1230,70,686,74,391,31,23,0,WI-04
2308,0,4467,0,1281,50,1330,429,879,177,1469,0,458,96,307,0,200,0,WI-06
2335,54,4990,15,698,269,590,65,1115,90,868,199,590,101,863,0,240,0,WI-07
3624,0,4764,234,2475,0,1230,130,1825,100,628,0,1255,21,314,0,472,0,WI-08
1586,41,5626,1283,1467,226,523,124,1112,550,591,228,532,296,1001,0,392,0,WY-00
11030,289,36238,1349,23094,3576,21757,2744,26571,3839,26695,2500,27767,1305,20266,742,16392,0,PR-98
,,,,,,,,,,,,,,,,,,MS-01
,,,,,,,,,,,,,,,,,,TN-03
,,,,,,,,,,,,,,,,,,DC-98
,,,,,,,,,,,,,,,,,,MS-02
,,,,,,,,,,,,,,,,,,WI-05
,,,,,,,,,,,,,,,,,,NH-01
,,,,,,,,,,,,,,,,,,NY-03
,,,,,,,,,,,,,,,,,,KY-06
,,,,,,,,,,,,,,,,,,IL-01
,,,,,,,,,,,,,,,,,,VA-09
,,,,,,,,,,,,,,,,,,PA-13
,,,,,,,,,,,,,,,,,,PA-06
,,,,,,,,,,,,,,,,,,PA-12
,,,,,,,,,,,,,,,,,,WV-01
,,,,,,,,,,,,,,,,,,KY-02
,,,,,,,,,,,,,,,,,,MA-04
,,,,,,,,,,,,,,,,,,MA-01
,,,,,,,,,,,,,,,,,,TN-05
,,,,,,,,,,,,,,,,,,WV-03
,,,,,,,,,,,,,,,,,,IL-15
,,,,,,,,,,,,,,,,,,IL-18
,,,,,,,,,,,,,,,,,,IL-14
,,,,,,,,,,,,,,,,,,LA-06
,,,,,,,,,,,,,,,,,,IN-09
,,,,,,,,,,,,,,,,,,IN-08
,,,,,,,,,,,,,,,,,,TN-09
,,,,,,,,,,,,,,,,,,SC-07
,,,,,,,,,,,,,,,,,,PA-04
,,,,,,,,,,,,,,,,,,MA-08
,,,,,,,,,,,,,,,,,,NJ-07
,,,,,,,,,,,,,,,,,,IA-01
,,,,,,,,,,,,,,,,,,WI-02
,,,,,,,,,,,,,,,,,,AL-03
,,,,,,,,,,,,,,,,,,NC-04
,,,,,,,,,,,,,,,,,,NY-17
,,,,,,,,,,,,,,,,,,PA-09
,,,,,,,,,,,,,,,,,,TX-34
,,,,,,,,,,,,,,,,,,MA-03
,,,,,,,,,,,,,,,,,,IN-02
,,,,,,,,,,,,,,,,,,FL-19
,,,,,,,,,,,,,,,,,,NJ-05
,,,,,,,,,,,,,,,,,,MS-03
,,,,,,,,,,,,,,,,,,PA-17
,,,,,,,,,,,,,,,,,,OH-06
,,,,,,,,,,,,,,,,,,NJ-04
,,,,,,,,,,,,,,,,,,PA-14
,,,,,,,,,,,,,,,,,,NY-01
,,,,,,,,,,,,,,,,,,IL-13
,,,,,,,,,,,,,,,,,,PA-01
,,,,,,,,,,,,,,,,,,RI-02
,,,,,,,,,,,,,,,,,,MA-05
,,,,,,,,,,,,,,,,,,TX-14
,,,,,,,,,,,,,,,,,,MO-03
,,,,,,,,,,,,,,,,,,IN-06
,,,,,,,,,,,,,,,,,,NY-27
,,,,,,,,,,,,,,,,,,KY-05
,,,,,,,,,,,,,,,,,,NC-03
,,,,,,,,,,,,,,,,,,TN-08
,,,,,,,,,,,,,,,,,,MA-06
,,,,,,,,,,,,,,,,,,WV-02
,,,,,,,,,,,,,,,,,,MD-01
,,,,,,,,,,,,,,,,,,IA-03
,,,,,,,,,,,,,,,,,,KY-04
,,,,,,,,,,,,,,,,,,NY-12
,,,,,,,,,,,,,,,,,,OH-15
,,,,,,,,,,,,,,,,,,IL-02
,,,,,,,,,,,,,,,,,,IL-12
,,,,,,,,,,,,,,,,,,AL-01
,,,,,,,,,,,,,,,,,,PA-15
,,,,,,,,,,,,,,,,,,MN-06
,,,,,,,,,,,,,,,,,,MA-09
,,,,,,,,,,,,,,,,,,OH-08
