Under_6_years_With_health_insurance_coverage,Under_6_years_No_health_insurance_coverage,6_to_18_years_With_health_insurance_coverage,6_to_18_years_No_health_insurance_coverage,19_to_25_years_With_health_insurance_coverage,19_to_25_years_No_health_insurance_coverage,26_to_34_years_With_health_insurance_coverage,26_to_34_years_No_health_insurance_coverage,35_to_44_years_With_health_insurance_coverage,35_to_44_years_No_health_insurance_coverage,45_to_54_years_With_health_insurance_coverage,45_to_54_years_No_health_insurance_coverage,55_to_64_years_With_health_insurance_coverage,55_to_64_years_No_health_insurance_coverage,65_to_74_years_With_health_insurance_coverage,65_to_74_years_No_health_insurance_coverage,75_years_and_over_With_health_insurance_coverage,75_years_and_over_No_health_insurance_coverage,stateId
41051,1736,97651,3860,54565,5991,65829,5716,71884,5779,72030,5481,89399,4604,73556,362,52726,123,IA-02
34295,997,77729,4498,46368,6610,45293,7078,52437,6518,47449,5265,67795,6481,57685,23,46444,11,KS-01
39138,570,85065,2275,37704,2765,59008,5634,70370,5966,67544,3543,74048,3485,57092,329,37225,0,KS-03
36517,1121,88987,2816,52351,6607,51256,7784,58735,7781,60764,6194,76270,6607,65043,163,46453,37,KS-02
41405,1313,91919,2427,66955,4569,66914,6524,73243,3774,75251,6659,79610,4499,62808,61,41050,0,KY-06
38780,2724,86295,6622,46945,6759,54571,7995,63464,8775,69413,5958,84323,3810,70638,368,49609,21,KY-01
43002,1810,101742,4095,41342,8095,59835,9304,69885,9907,77960,7520,86760,5579,73361,46,45095,0,KY-05
26049,2043,62480,3126,23957,6225,34714,7886,44448,5684,44155,4737,52331,5692,48493,61,35934,0,LA-04
10558,181,21557,669,13094,2208,27283,4763,25336,3589,25741,2060,32507,1149,24845,309,16732,44,LA-02
36098,206,82685,2827,40114,3113,53277,8871,64286,7134,64902,7215,80757,5328,69764,133,46008,0,LA-01
25847,1987,68290,1546,31569,3871,32203,5666,46265,7276,44052,4995,55121,6917,47243,479,35391,129,LA-05
31176,1932,78754,3558,41875,5236,64550,6769,64762,7287,73388,8862,95838,5649,80901,158,55046,0,ME-01
31437,2063,76551,5233,39783,6981,50380,10761,59176,9196,70455,10785,89675,11625,81892,112,51165,10,ME-02
31571,511,82392,848,44976,2840,52626,4077,59586,2069,73241,2831,89215,3969,72173,36,52148,0,MD-01
27476,275,57162,1655,30122,1259,56732,3160,51498,1296,55236,1809,59722,1490,44774,50,35183,0,MD-03
11577,161,26081,310,11255,839,19716,947,20877,1113,23102,439,28098,1081,21055,155,16177,0,MD-04
18768,623,44075,2058,26744,1263,31961,2407,34794,1297,41375,1190,49899,2074,35165,107,24892,0,MD-05
11566,317,29953,487,20241,430,27294,1382,25873,1932,27813,754,39015,859,26601,234,21058,0,MD-07
18484,276,37739,886,27080,1137,40762,2877,40289,1393,41399,2137,53736,2864,42680,80,29927,73,MD-02
24321,650,61066,1102,29946,2066,43387,4900,46945,4218,60040,2339,69250,2011,50687,17,34709,77,MD-06
24680,192,65109,539,28718,1719,39920,1628,52112,1172,58107,1470,65020,1755,54355,341,43724,49,MD-08
32351,168,94125,962,53332,777,56628,3382,66024,3196,88793,1047,96308,2043,65763,69,47214,0,MA-04
12780,49,23544,331,58563,2372,78290,2739,39718,1916,29979,1062,30768,510,22897,76,19910,87,MA-07
27108,323,75513,1134,61916,2373,55561,2889,59521,2308,77332,2552,88056,2766,65861,130,43637,64,MA-02
31147,1582,79426,2087,47427,1454,54986,4046,62417,3511,80744,3265,99087,2704,91553,236,64589,82,MA-09
26288,0,66927,414,40591,1119,74621,2269,64504,1659,69456,1355,81175,1219,59548,0,46275,0,MA-08
24086,750,62866,938,39847,1368,46840,4058,53124,3067,64722,2510,84722,2011,66999,125,47146,46,MA-01
29768,206,62131,1002,45441,2023,64077,1834,61697,1111,65394,1389,75447,1228,60248,484,41566,0,MA-05
31146,1940,79023,3414,43941,5403,50078,6559,57763,7882,65772,7029,99544,6163,93758,217,64741,110,MI-01
38172,745,87966,2925,51288,2896,63581,5638,63643,4746,64294,3962,80778,4749,64116,98,45876,33,MI-02
13439,619,27784,1364,16147,985,23193,3517,24052,3291,22827,1710,29269,1257,24508,47,19627,40,MI-14
38107,1046,87113,1658,43770,3673,66544,7085,69211,4247,67825,5471,81155,3203,60840,161,40558,0,MI-03
27019,1318,67234,1282,34253,3059,45579,5980,50727,4749,60793,3964,76246,4159,59638,214,44364,0,MI-05
16745,714,28148,1460,21011,2224,29063,4102,22209,3331,27338,2453,31433,1472,21286,66,14723,101,MI-13
28741,448,63018,2144,35774,2873,70526,6839,54035,6836,69562,4147,76003,5551,58370,168,47953,76,MI-09
35009,376,86321,1670,61860,3783,55671,4911,63701,4700,76032,3557,90730,4075,64776,87,40612,0,MI-08
38455,1447,88118,2978,41085,3423,52200,4619,62497,3276,61656,3401,85101,4109,67752,212,55044,35,MN-07
44811,1787,108601,2447,49782,2754,61235,5056,79400,3986,82768,3497,87865,3869,55304,0,35933,0,MN-06
36929,1732,84221,3205,47934,2451,56963,5443,62521,4749,62331,3107,79105,4124,62754,80,48871,36,MN-01
33457,236,76947,593,33046,1553,49954,2594,69229,2536,74045,1761,89036,2811,63498,110,42780,0,MN-03
24869,206,41255,681,43907,1848,82040,4103,61636,2228,49103,2535,56446,3388,44861,212,34106,0,MN-05
25002,791,63223,3339,33048,6405,43478,9000,45654,6282,63186,7023,66053,5900,60915,187,43603,0,NC-13
25951,564,82313,2556,27671,3106,36403,6916,53943,5625,67778,4798,65614,4290,49332,364,35725,0,NC-09
43957,2805,91677,5389,61426,3042,70351,6896,73477,4151,61272,4406,82391,3732,62271,124,45982,72,ND-00
41469,1370,89547,3682,42640,3548,66993,6972,71137,5678,70745,5048,81971,6511,67734,202,45105,52,OH-02
41661,2226,95575,4024,46901,4199,55177,6824,66454,7418,77931,6655,91705,8382,78164,406,54601,33,OH-06
39322,372,91045,3075,46353,3791,58430,6130,64366,6745,74157,3705,85645,5380,69069,170,48084,0,OH-04
35063,2488,93545,6831,43264,4798,59112,7747,70240,5344,78435,4997,95113,4448,80705,357,55492,460,OH-16
13109,385,23802,399,23337,1281,29677,2209,25748,2665,28875,1375,39193,2346,29994,67,25566,34,OH-11
38209,1234,99115,3620,50662,6779,57007,6683,66162,5776,73640,4714,83649,4496,66267,228,46949,137,OH-08
30860,2025,68192,4761,29772,6833,48522,13039,56445,7831,54630,9196,66445,7629,57492,365,41358,447,OK-01
30046,1501,56180,3891,32042,5788,50833,9137,50578,8700,48113,7633,60356,6611,51360,148,37130,89,OK-05
29833,844,66193,2398,40325,3048,86937,9166,92611,6591,76651,4356,69614,4577,63365,890,36202,0,OR-03
34225,1651,82410,2725,59415,6756,64447,8722,69685,6005,68072,6324,94285,8456,99169,218,66171,81,OR-04
16480,260,41580,530,28474,699,35321,3694,36071,1607,46147,997,57466,760,41934,226,32337,62,RI-01
27308,629,71133,5324,42699,6261,43166,7603,45951,8417,57193,8505,68435,6623,62356,114,43836,145,SC-03
23033,154,56122,2632,26688,5893,33416,10747,40542,9069,49806,11036,68199,10912,81953,52,46828,0,SC-07
12576,185,27786,1238,27511,2527,22442,6377,20483,3361,21429,4133,27918,4069,27233,187,19111,0,SC-06
35035,789,81958,3618,41530,6655,56079,10469,60096,11348,69645,10807,78452,9598,71614,545,49911,195,TN-03
29397,643,65253,2521,27482,6367,41139,7876,45739,8269,50820,9258,62432,5559,57705,240,40113,0,AL-01
29559,665,68219,1672,41958,4659,43303,8052,47208,7422,55031,5773,60995,7398,54949,0,36534,48,AL-03
29921,556,74620,3565,32967,6343,49101,10519,52450,8481,63608,6743,74173,5977,57834,114,42965,0,AL-05
35131,1715,81554,4105,33824,6169,50017,13245,55908,10996,67100,8539,73593,8480,67126,841,46883,0,AL-04
10430,108,22545,1667,28818,2032,19205,3766,17746,4902,18877,3601,24309,2469,23857,140,20480,155,AL-07
24658,618,56373,1509,23838,6154,33867,6571,38325,5378,44671,6611,53176,5455,49418,159,37612,65,AL-02
33737,584,82713,1010,33350,4048,52643,7609,58732,6199,62953,7525,69258,5644,59218,52,40929,24,AL-06
28154,1767,56880,4288,26513,4446,46060,9007,50455,5899,49112,5133,59299,6056,45475,421,21207,0,AK-00
17740,1188,43862,2413,27260,2652,28778,3728,33200,3578,35442,3642,49650,5291,66282,101,47160,0,AZ-01
8700,502,22283,1818,16504,2013,16195,3443,19818,2571,21810,2380,28255,2343,25153,64,16990,11,AZ-03
36270,1975,96151,5915,34864,5640,49711,5261,72441,6002,71514,4976,74124,5114,66452,185,60874,4,AZ-05
23591,2583,64305,5056,25126,4419,37210,4894,48569,6244,51829,7640,89684,10904,115208,338,91779,0,AZ-04
7343,477,14860,1524,13266,1749,23857,4514,21328,3183,19431,3262,24388,2914,16209,18,11656,10,AZ-07
18424,505,41846,2382,28391,3708,35487,5756,40211,2687,43551,3588,62137,3883,72817,68,61309,144,AZ-02
23917,1991,61177,2464,29600,2901,52244,6982,53701,4249,69832,7689,93460,6830,84233,522,57449,328,AZ-06
24492,1307,61996,3626,27791,2537,44257,5756,50396,4274,60250,4297,74115,4420,83016,660,69449,458,AZ-08
37968,2301,93627,3773,50700,5366,61702,10997,67102,9310,67495,6485,75762,4951,64812,14,45510,51,AR-03
31429,682,71844,2878,37453,4689,51110,8367,55793,6600,56606,7511,67387,4824,58653,219,43236,0,AR-02
6692,533,24324,940,8700,1803,18471,3005,23308,2053,27989,3205,52765,3847,63743,638,61095,171,CA-36
4736,288,6505,500,9672,607,15003,1153,11852,1382,12809,817,17642,582,12917,346,12633,15,CA-46
21133,778,51491,895,27832,731,51353,2957,52580,2084,60977,1494,63054,2999,51476,65,47497,123,CA-33
11751,62,31850,284,11940,994,22152,607,27391,605,35837,583,38523,1128,29655,286,23220,55,CA-15
11021,51,19254,474,14164,787,26541,2433,23533,1840,27824,2097,34903,2588,27578,83,20667,0,CA-47
32945,765,71996,2929,31905,4910,40027,6182,52609,7793,58413,7397,68622,6457,60604,92,44005,0,TN-08
43078,1398,102943,4105,44421,7323,60916,13335,73174,10307,82550,9646,92008,7606,79928,80,52880,0,TN-06
2753,51,5368,643,3327,1297,5642,2026,5166,2882,8284,2051,7645,2585,8710,173,7454,0,TX-29
15981,1430,33003,3180,14087,3969,23748,5494,24982,5999,27678,4673,39054,6415,39406,519,28273,123,TX-27
20496,2000,49997,4546,22050,4884,32620,8278,37513,7771,39740,6694,51828,7199,42435,0,30160,0,TX-14
20729,1960,44935,6946,20108,4299,28787,10612,34183,9535,37236,10481,50125,8731,47518,173,35817,72,TX-05
26415,1536,62077,5044,24221,5321,52546,6694,57785,6100,57204,4730,59018,5668,47513,296,34507,45,TX-10
10502,837,21574,2371,23289,5078,37825,8969,28621,6019,23327,4424,23402,2857,19560,0,12515,0,TX-35
23018,3270,61529,2683,19508,4033,30908,6314,43185,6166,46638,4722,47164,5119,35829,133,21215,0,TX-22
21580,3292,49836,8078,35760,11121,32534,9119,32201,12325,30703,6762,42748,6703,40614,42,32150,11,TX-19
55817,2218,125216,6944,82865,8018,62845,9484,74067,5727,58971,4101,55567,3100,46228,97,30727,63,UT-03
39760,3615,99934,8267,50544,6747,59689,8797,74448,7391,54370,6534,61917,4365,55249,492,43498,0,UT-02
18031,1088,35082,1928,22561,2388,33936,5074,30775,3009,31480,3003,41044,1941,32388,66,22139,68,VA-03
22672,693,42071,2000,28418,1474,45885,3995,41901,2936,43129,2569,48208,3246,39841,0,27362,0,VA-04
27440,680,55294,1726,27345,3208,42798,6515,44550,4020,49712,3415,61962,4432,46346,315,36877,25,VA-02
31820,962,77431,5711,58965,3976,52337,7484,59112,7903,65336,6079,80719,5634,70611,55,53024,25,VA-06
33202,963,78297,3602,33340,2420,57028,4698,68271,3596,79379,3158,81737,4837,61032,587,36526,177,WA-01
35382,593,88197,2780,50928,7187,64211,6964,66795,5525,66051,3745,82470,3706,69519,530,46747,285,WA-05
29648,1023,62261,1699,37948,3643,60910,8008,62900,6185,56946,4119,75044,3451,66889,75,43654,40,WA-02
27907,982,64411,983,29968,2510,52595,6908,58782,3207,57431,3915,81438,4314,83601,184,51531,27,WA-06
32341,639,74092,2794,32415,6837,46027,5317,53693,7852,59656,7328,70484,5815,70033,100,45635,14,WV-03
32141,953,82799,1233,38991,2083,49624,5609,65363,4702,74726,2832,91217,3664,65636,100,46199,22,WI-01
34763,455,86166,1846,44358,2920,58791,5236,72881,2669,80085,2627,102037,3024,73716,70,54605,0,WI-05
36589,840,83596,2595,65435,3084,73177,3282,76539,3511,73965,4095,85048,2567,68022,139,41883,8,WI-02
30501,1938,69597,6831,32013,5964,44902,9959,53226,8561,47253,6575,62674,7798,54987,22,33755,43,WY-00
35425,881,80303,1516,43241,4131,55581,5687,64092,4379,77391,5684,96585,4026,82345,21,58732,0,PA-14
28914,1047,74714,3586,37266,2060,49481,4103,58023,3099,69175,2634,79240,2546,59437,303,44311,0,PA-06
33272,4885,85748,9568,59972,6922,56378,9197,58678,7889,71437,6131,87308,6167,74825,473,56271,270,PA-12
38855,740,90413,1205,39757,4401,59377,6143,70918,4288,77929,4156,100761,3415,77586,218,60218,0,MO-02
14258,1337,28349,2657,26163,3664,44671,3604,37736,3099,30306,3250,39678,4293,29551,158,21557,0,MO-01
28134,2392,57865,4348,34029,5905,57952,12683,52454,8397,53114,7219,64976,6971,51693,210,39634,168,MO-05
34428,1302,78896,4080,51142,4945,51719,5761,61096,3750,53717,4416,68057,4437,54288,58,37849,0,NE-01
35703,700,75583,1143,37519,2257,56484,5457,63943,3407,56529,3275,59783,4959,46907,0,29346,71,NE-02
14842,549,39800,1412,15906,1601,29741,2637,29093,4003,37809,3133,48430,4479,49436,66,32315,0,NV-04
29540,839,84464,2733,47359,5141,57126,9144,62902,7009,77570,7799,97060,4845,71024,162,45656,18,NH-01
27685,328,69942,1574,32711,2381,48020,3807,52738,3691,69907,2439,82427,3601,68449,73,56111,41,NJ-03
42734,2161,94406,1560,40015,3130,46194,4299,57767,2037,70116,2360,83622,2980,68203,187,54816,51,NJ-04
21295,417,54031,1159,30833,2323,37339,5906,41842,2805,56506,3167,74186,3974,64507,156,46952,0,NJ-02
26517,141,77743,912,35581,1526,43037,2889,56565,2028,73682,2204,81036,2449,58686,100,47114,89,NJ-11
13553,568,13761,1367,14397,1378,36139,5639,26152,4350,17858,2936,19545,1633,15639,421,10994,0,NJ-08
10717,716,29041,2327,15949,1797,17675,1169,21963,3978,24814,2326,34558,3743,41265,179,29319,89,NM-02
27178,714,66513,1402,52771,1689,58612,3112,59675,2492,68294,1635,80476,1613,65141,108,44412,0,NY-20
35479,1976,90092,4570,45045,2996,59598,5251,64082,5132,76450,3543,92575,2936,72021,108,49497,36,NY-21
22039,55,54795,1086,27296,1121,37481,1111,41654,1328,46099,1773,61081,1595,47867,282,36775,0,NY-04
33711,1723,82474,1995,53855,3240,55482,5264,59983,3248,70001,3799,89724,3336,69492,61,51683,26,NY-22
28875,804,71043,1822,44493,953,51228,5350,55157,4531,71593,3576,96693,3413,77894,333,55028,106,NY-19
36125,707,95253,1385,44565,2188,59136,4213,70206,2529,87724,3100,103782,2682,78201,90,56214,0,NY-27
9101,266,13459,25,9128,916,23037,1839,18682,1770,16957,1140,17087,755,16931,365,16383,74,NY-14
31860,467,78108,1404,43725,3386,60000,3595,59019,4529,71388,3177,88410,2134,64656,298,46840,11,NY-24
13805,471,34709,733,19270,1280,28570,2828,28732,2319,37425,1955,51109,2576,44797,32,33687,0,CA-26
8028,0,16053,307,12020,781,22248,1068,21296,666,23924,497,26893,1207,21551,183,17554,0,CA-19
15435,1060,39392,1168,49765,2888,34049,2830,34555,3349,38552,2095,56410,3390,56834,325,43113,0,CA-24
19336,242,29939,1466,20454,993,37734,5711,35988,2884,30028,2012,36781,1904,30464,173,21079,0,CA-06
15911,323,40165,698,19478,1035,29588,1330,37033,1169,45080,1287,56591,1294,45827,170,36827,0,CA-11
17940,948,41292,870,17746,3187,26032,3393,28483,2514,29426,2868,45895,2973,37437,212,24675,41,CA-08
16211,808,32266,1535,20937,1732,61944,7910,57808,4183,43469,3023,46765,3413,40031,788,30355,170,CA-28
14869,0,19703,488,19209,939,79105,2517,58393,1419,42302,1307,33762,909,27219,57,20308,0,CA-12
30265,1429,73455,2427,32200,1720,44153,4175,61700,4032,67518,2505,88020,5885,85199,118,58514,64,CA-04
7589,330,19000,1073,13248,1694,17778,1471,18209,1048,19990,1236,20994,1269,17921,179,11193,0,CA-41
9138,0,13794,452,12316,859,23127,1024,19088,418,20103,873,30430,353,17299,225,16175,0,CA-17
3834,0,8896,148,8378,988,7969,691,10790,1024,12009,1006,19232,986,15036,145,13924,0,CA-38
33853,1863,75480,4633,42022,6447,62023,8019,59424,5336,64184,5464,78026,6208,63904,192,37450,10,CO-05
28833,526,57801,3468,34814,4220,70519,7800,64885,5373,57423,3336,66199,3804,53019,50,35302,38,CO-07
29164,1280,68109,4595,38851,2838,56916,6857,58187,4112,67524,5320,93475,3562,87055,0,59242,47,DE-00
20475,119,51637,1041,29572,1150,38747,3269,42587,2121,55870,3014,66397,3047,50017,77,44810,0,CT-01
19144,545,57043,896,31560,2764,39026,3079,44704,3061,58495,2333,80093,3703,61528,389,47411,0,CT-05
21119,883,41032,2058,29715,2540,42516,8530,36634,6398,45485,4538,45571,5109,35610,502,25315,0,FL-14
21119,722,57188,3843,27590,4978,35012,11005,43244,10379,60805,11017,88870,9579,109250,543,97984,511,FL-16
23507,365,57875,2920,26604,6695,36521,12763,46106,10969,53003,8572,59953,8334,55440,466,41153,48,FL-15
29793,1806,69162,4184,27712,7327,37872,14531,52549,11180,63807,16341,82628,10417,91116,488,82210,275,FL-12
28477,1848,70110,5508,34328,7479,41653,10107,45603,10935,53116,12204,71388,9792,74692,428,53406,59,FL-02
14978,698,33366,2091,18298,3583,28620,5492,31712,5596,40740,6923,56495,6014,75347,472,90241,617,FL-21
9719,755,18721,1328,9167,3579,16483,2522,14664,4471,20227,2681,26260,5324,25013,0,16753,466,GA-13
14829,595,34251,1537,15533,5995,16792,6165,23755,7285,26617,4884,33578,5410,31339,81,22852,111,GA-02
32571,2209,83312,5768,36763,9302,45525,11142,54755,11737,65293,11900,67484,9198,56694,394,40080,164,GA-14
23756,938,56991,4352,30223,6842,33905,9787,37130,8599,42150,6807,47191,7188,41486,395,28885,314,GA-12
51563,1896,123020,7301,44250,9667,63373,17717,84927,12701,82796,10593,92509,11399,90751,304,58489,34,ID-01
10669,418,16825,452,7993,1075,15700,1551,21233,2421,22257,1515,30475,2190,33014,68,18024,73,HI-02
41274,1476,92925,3156,45422,2602,56877,6538,68711,5381,69974,4879,83825,2296,70733,167,54611,0,IL-18
34974,510,95984,2535,37242,1821,49506,3222,68398,3206,80023,3754,83107,3569,56254,536,38485,0,IL-14
35013,543,80176,2482,41743,2693,53960,4493,59094,4205,68891,4105,85268,3204,66661,19,50099,0,IL-16
26885,977,64089,2648,33636,4508,43965,4766,52816,5014,55653,6072,74938,3790,63215,93,46798,163,IL-17
21620,1155,51908,2808,22211,3951,32411,6730,41814,5957,45488,3774,64071,2755,51451,411,36945,0,IL-03
19285,825,52498,1834,28048,2487,36276,3727,44535,2813,48880,2031,51515,2894,37026,0,26764,0,IL-11
40956,1776,89519,5303,40944,4195,56617,6353,67546,6281,69557,5280,83360,7443,68822,624,52898,0,IL-15
31434,4901,77695,9793,41400,8365,49912,10338,56955,7618,63031,8553,72928,6903,62654,339,45095,173,IN-02
39934,1657,94904,5784,53107,8435,58586,8630,64391,8094,78055,6732,84666,9049,69608,450,49065,51,IN-06
39595,6605,90191,14948,42518,8339,59551,10454,62382,10015,66814,8298,77971,8515,64096,615,42110,543,IN-03
39256,842,97578,4480,61098,5187,61853,10875,65742,6580,73430,5728,81110,6248,65116,0,46295,0,IN-04
40203,1615,100035,2834,58814,2867,56854,5385,69209,3266,66326,3258,92247,4020,73007,177,59034,8,IA-04
50406,946,108409,1340,50613,2955,78408,5402,88107,4929,83742,3822,91054,4599,69578,277,47536,5,IA-03
34194,1423,79585,4019,33275,6320,50451,8755,55890,6619,55514,4766,69862,6980,57466,13,41427,50,KS-04
45132,2309,105410,2601,54659,6948,65223,6264,73305,7260,80276,4654,89978,4082,68447,199,45711,146,KY-02
28134,725,59716,2514,40179,2998,53027,7692,56618,3280,56610,2878,70527,1885,57047,0,40604,0,KY-03
45480,2880,105336,4142,47523,5435,69828,6283,78521,5509,85931,5891,91605,5143,70394,223,41805,56,KY-04
35470,1125,74244,4227,46865,4626,54614,10156,63381,5562,60455,4627,67025,3577,53771,0,34973,155,LA-06
38591,1046,78061,2363,35779,3989,58089,9461,61278,5618,59048,4686,70095,4760,53393,140,36227,319,LA-03
30491,237,81624,1390,43915,961,52794,2581,66924,1764,87443,2014,99657,2436,73601,56,57556,0,MA-06
22784,180,68960,861,37954,3739,51654,2627,54342,1714,67934,2223,84116,2312,56217,398,37528,0,MA-03
36293,1124,88399,3415,42477,3593,54630,7471,64713,5077,74736,5082,92511,4663,73280,81,51889,144,MI-07
33376,1418,81769,3419,50710,5139,54694,6467,59521,7150,66367,4342,80819,4991,67790,160,46717,0,MI-06
37872,1227,95175,2475,43370,4356,53516,7224,70672,4406,82470,7133,98223,4861,77687,124,52793,0,MI-10
35818,2602,91386,4562,54400,6780,53917,9524,62929,5457,72806,5758,90040,5987,76318,85,54470,40,MI-04
31057,846,81198,1693,36956,2814,53968,4348,59296,3774,79451,3486,90295,3113,65737,301,46435,0,MI-11
31199,300,74234,1816,56228,4320,57369,6010,57048,2953,59207,3357,67651,2786,56117,221,34773,0,MI-12
37609,527,91907,1510,42002,1080,55812,3217,72887,2630,75789,1918,82688,2435,55690,184,37524,4,MN-02
35977,717,86421,3682,42105,4558,53906,5068,65277,4407,67936,3940,92444,5563,77974,342,54223,42,MN-08
27051,840,60705,785,36134,2145,54273,3126,55604,3093,56375,1932,70966,2905,56073,382,36758,0,MN-04
19420,933,47401,2308,48777,5833,69259,6731,50698,6935,53116,5441,50762,4287,44987,306,32328,101,AZ-09
34139,1937,77202,6103,35668,5077,45816,10682,55401,8024,57445,7260,70314,4475,62316,122,46432,86,AR-01
27375,888,73289,2626,31932,3991,42197,7529,49763,4886,56739,6223,68089,5214,62843,0,47809,45,AR-04
8777,277,19419,1108,10072,831,15423,1841,17633,1038,17779,897,22212,1288,19924,70,14594,0,CA-16
9407,105,17086,250,18075,1370,37972,3772,25399,1406,22528,1320,20010,440,17139,0,11876,51,CA-37
16929,31,25745,776,25899,2477,44142,4966,44843,1678,35020,1566,36551,1436,31724,91,25137,26,CA-53
9303,119,20606,612,11393,574,22895,1611,17934,1013,24145,1299,27998,1503,23956,73,16877,0,CA-31
39126,1724,96655,3302,47488,8534,63124,10392,69140,8703,73782,11056,77775,9010,65922,22,42287,13,TN-04
31560,3579,81582,5359,53803,5587,54986,5687,60673,3585,69215,4040,87506,4926,73467,366,51309,134,NY-23
13028,125,38108,266,16203,978,18060,1005,26932,662,34423,929,36957,1173,31100,295,33464,0,NY-16
27795,0,62286,914,27121,759,45703,3649,48039,2932,54363,3520,58763,2446,50190,87,38423,25,NY-11
2042,0,2155,80,3487,166,2636,436,1602,558,1751,0,1799,426,1121,0,787,0,NY-15
12841,95,14883,238,13816,1212,34591,3060,30592,1315,17052,617,20833,1024,20345,324,20896,0,NY-08
23114,91,25211,181,44067,2374,102739,5453,66608,2314,43594,2535,47407,1242,43339,315,40524,239,NY-12
28241,568,71795,978,40181,1263,40335,3480,48028,1362,64621,1595,73311,2850,52262,109,38958,0,NY-18
13871,940,35180,1591,30733,2398,34171,4375,29044,5939,33222,4989,41491,4736,39278,94,28872,87,NC-01
26976,1101,67230,3365,38062,6119,43049,10011,52408,10134,60443,7296,79600,7010,81342,546,51173,0,NC-07
40882,973,93893,4304,29904,3339,52904,7317,74233,6693,81173,8013,78834,5729,61446,102,34242,237,NC-02
24999,1625,70560,3399,29424,7135,38019,10296,51018,8914,64963,8689,75508,7241,63547,61,46754,63,NC-06
32292,1520,64153,3588,35575,5350,43418,6983,47794,6803,50953,7280,63729,8525,62314,177,42309,0,NC-03
30783,1691,73076,5576,35474,7740,47553,12826,56793,11012,70916,12493,80776,9735,75300,371,51501,0,NC-10
23958,758,63198,1982,55628,2200,62646,5954,57631,4347,58207,4187,55297,2651,44110,58,29657,127,NC-04
28264,704,68941,3821,41451,7284,44780,11437,50482,9715,62336,8494,78244,6703,69998,132,50570,0,NC-05
30797,731,78735,2334,45172,3373,52763,4655,56184,3642,64344,3044,71206,3798,49577,143,34314,68,OH-01
31987,1348,79398,4063,39234,9999,47749,14978,57593,15430,72367,13381,90252,12010,95935,256,68554,0,NC-11
32329,1393,62695,2123,30739,5172,42848,7314,45331,7484,51620,7246,60499,4899,50769,195,38167,120,NC-08
18361,760,35539,2069,32860,1725,53272,7337,44794,3776,40435,3883,38431,3303,30378,276,19675,181,NC-12
36571,8066,94805,14350,40229,6803,54499,12019,67920,7707,75629,7630,89629,6113,71130,375,54709,551,OH-07
34200,2816,86243,6809,38632,3781,51963,5979,64737,6580,76577,6403,95911,4520,76869,363,57966,75,OH-14
25470,822,46801,3401,43174,3549,61244,7142,45554,5057,40949,4243,49960,4139,32891,670,22363,118,OH-03
34780,988,71898,2349,43862,2750,53010,8562,53355,7191,59871,4746,71798,5434,60229,55,44463,0,OH-10
40636,1124,97234,2763,52461,3381,61034,5436,66297,5293,75061,3747,89055,3608,70063,289,47757,184,OH-05
28088,581,65136,2204,49481,5613,53128,8129,50298,7136,67492,5549,77845,7744,68995,382,49524,92,OH-13
41535,1512,97297,3422,52374,5442,78510,7590,76810,4804,85870,4954,86231,5680,66510,49,43543,162,OH-15
26545,518,62006,2328,38084,3432,50366,9175,47299,5736,54665,4660,68343,4144,55392,0,38028,0,OH-09
42727,821,105934,3644,50279,3758,63224,7989,84959,4845,83437,5336,85191,4083,69554,55,45080,0,OH-12
22937,2502,59477,5369,24705,9695,30274,13297,40121,13175,48871,10600,60605,10667,62018,210,47339,111,OK-02
34425,2191,83749,5752,42800,8141,46115,10709,57500,12978,56594,7231,68684,10610,61904,91,45794,57,OK-03
