Under_6_years_With_health_insurance_coverage,Under_6_years_No_health_insurance_coverage,6_to_18_years_With_health_insurance_coverage,6_to_18_years_No_health_insurance_coverage,19_to_25_years_With_health_insurance_coverage,19_to_25_years_No_health_insurance_coverage,26_to_34_years_With_health_insurance_coverage,26_to_34_years_No_health_insurance_coverage,35_to_44_years_With_health_insurance_coverage,35_to_44_years_No_health_insurance_coverage,45_to_54_years_With_health_insurance_coverage,45_to_54_years_No_health_insurance_coverage,55_to_64_years_With_health_insurance_coverage,55_to_64_years_No_health_insurance_coverage,65_to_74_years_With_health_insurance_coverage,65_to_74_years_No_health_insurance_coverage,75_years_and_over_With_health_insurance_coverage,75_years_and_over_No_health_insurance_coverage,stateId
3665,0,14488,1341,7307,1938,6114,1727,6132,645,8375,1857,9030,1132,7068,0,3794,0,FL-02
9679,651,19005,3874,8319,4873,10526,4991,12878,6110,12922,3317,11655,3606,7867,1350,5478,271,FL-21
31148,2938,100704,8091,31930,11043,50892,16829,66166,8132,63688,7235,48766,5997,27393,133,10330,0,GA-13
26152,575,65712,3064,21200,12701,28089,10792,34558,10195,31022,6841,36611,5888,29173,434,17805,66,GA-02
2148,578,10079,1293,3850,2282,4971,633,7978,2421,9397,1007,6692,720,4557,0,1882,0,GA-14
17012,261,46150,2326,21973,5973,21268,8980,22778,3248,26375,4059,25330,3197,19100,0,10446,0,GA-12
,,,,,,,,,,,,,,,,,,ID-01
,,,,,,,,,,,,,,,,,,HI-02
,,,,,,,,,,,,,,,,,,IL-18
1465,0,4298,952,830,243,3299,204,3411,990,2914,0,1770,29,1400,0,190,0,IL-14
1051,0,3853,62,4211,988,1873,793,2511,153,3037,234,2060,10,1451,0,642,0,IL-16
8768,194,16489,452,7779,1193,9083,1331,8574,1146,7142,98,6781,779,4830,218,1999,0,IL-17
2286,0,4513,79,4523,0,4892,341,4481,631,2062,357,4637,243,2454,0,1481,0,IL-03
5476,30,14560,86,9564,346,7669,1304,10679,1049,9873,1343,10668,563,5625,0,2644,0,IL-11
2192,154,6187,706,2884,207,1932,1012,2206,576,1437,90,2986,174,1230,0,432,0,IL-15
3795,63,11276,1183,4788,1221,4943,1051,4030,1096,4548,726,4706,664,3518,0,1584,0,IN-02
887,0,1752,189,1943,283,1482,151,815,475,2191,221,1831,48,819,0,359,0,IN-06
2338,131,10068,153,3987,877,4681,1001,5511,1163,4583,421,4379,536,3010,0,1680,0,IN-03
2633,480,7109,849,3493,995,5488,964,2116,335,4368,56,2802,125,1682,0,208,0,IN-04
886,243,2257,0,1051,321,2704,1586,2380,44,679,0,1244,0,383,0,212,0,IA-04
4787,0,11121,569,2998,1400,5702,495,5244,1082,2988,449,2913,0,1635,0,728,0,IA-03
4415,223,8493,1625,2855,884,4232,2010,4473,1079,3955,998,4586,1315,2814,114,2006,110,KS-04
1637,52,6669,188,5038,357,4103,1440,2578,372,4512,609,4888,221,3639,0,1124,0,KY-02
14313,362,34745,415,14554,2122,19132,2864,18748,3087,18240,1193,18749,1628,12207,40,6605,0,KY-03
1325,0,3552,98,2546,721,1948,0,2214,62,3780,66,1881,417,3299,0,1141,0,KY-04
13804,478,43547,2788,21729,4269,22529,5490,23251,4217,18639,2889,14146,1441,14289,207,6284,25,LA-06
16650,24,42364,600,15435,2873,22538,2549,22770,2612,17665,3167,19954,1709,13604,18,7821,0,LA-03
2718,0,6671,178,3282,96,4642,484,4093,194,3464,64,1756,186,1049,124,1407,112,MA-06
3139,65,5565,0,3509,86,3968,0,4536,112,3683,67,2280,137,1049,0,1300,0,MA-03
1157,0,4698,11,2095,203,2202,701,2638,99,2573,243,2553,417,2106,35,865,0,MI-07
5573,24,11800,633,8243,898,6072,577,5547,1411,5562,545,5515,388,4644,58,2107,0,MI-06
1621,112,3454,83,2497,157,3205,125,871,293,3447,333,1997,48,1380,0,718,0,MI-10
503,0,1350,54,1958,372,651,358,1051,153,1424,0,376,99,716,0,34,0,MI-04
2099,41,5139,31,3495,547,5213,102,4127,119,4953,53,4921,56,2317,0,1129,29,MI-11
6806,0,13521,611,11643,833,10128,348,7348,851,9653,124,8263,262,4847,0,2421,0,MI-12
4651,0,11316,216,3414,311,5329,656,5871,550,3602,511,2117,548,1329,0,207,0,MN-02
254,12,1569,169,564,47,484,201,449,130,422,88,496,0,261,0,125,0,MN-08
7768,97,15905,2135,6181,907,10968,2436,9778,1425,7211,910,5805,1014,2737,0,1444,0,MN-04
3392,60,7957,511,8788,1941,9255,2215,6788,1357,4328,830,6432,294,2221,0,1070,0,AZ-09
11703,0,23835,387,11670,1704,9896,1905,14834,1623,12031,1078,12106,1581,8692,0,4861,0,AR-01
9329,321,23655,1519,12180,2735,10944,2558,12584,1966,14834,974,17956,1184,13167,78,6657,0,AR-04
3030,30,8310,36,3290,89,4825,162,3910,439,3946,11,3338,303,3138,50,1446,0,CA-16
8358,0,18806,1131,15228,676,16684,3288,17766,1303,21166,1130,22462,1063,16094,166,13975,54,CA-37
5523,0,9820,299,4055,476,7561,707,8980,935,6123,755,7295,503,3443,0,2864,0,CA-53
4802,0,14729,717,7795,1178,10331,1171,8662,761,10084,633,8733,350,6959,0,3375,0,CA-31
6697,83,13486,98,9793,1267,9642,1674,9393,1808,9950,750,8393,406,4070,0,1964,0,TN-04
815,22,2971,232,3060,360,2049,229,1149,23,1821,148,2674,17,979,38,516,0,NY-23
15467,91,33062,204,19067,2783,27931,3828,27679,1390,28941,1767,31922,1460,21381,202,16657,112,NY-16
2932,0,12149,178,5012,448,8071,764,7058,89,7060,66,6506,565,3587,0,1527,0,NY-11
27170,848,59059,1885,31154,3166,37034,6935,36213,4087,37375,4027,29500,2413,16998,305,10644,57,NY-15
29742,103,64145,873,35240,3039,54113,6240,49139,2557,44421,3318,49719,3049,30590,716,23341,526,NY-08
1191,2,3844,141,6359,145,5041,586,3553,693,7082,463,3612,222,2864,176,1935,0,NY-12
5877,0,12700,397,7369,140,7314,744,10253,0,10029,488,8529,511,4915,0,2352,0,NY-18
22484,457,55535,1871,26786,8065,26743,10195,32892,6097,33429,8090,41290,4561,32926,221,19128,116,NC-01
9353,80,25994,316,7080,2268,11749,3544,11761,3323,14015,2683,19521,2255,18296,0,9077,0,NC-07
13099,71,28967,1919,13193,2035,13311,6801,20148,4449,17872,2826,19009,3166,13994,162,6891,21,NC-02
10260,74,29108,471,12255,1721,14152,3470,12583,3197,18311,3328,19296,2430,15794,548,7741,0,NC-06
7319,133,26917,1475,11631,2036,11580,3884,11768,2587,14773,2623,18541,1578,16160,0,8275,52,NC-03
6614,428,16000,1815,8203,2094,9255,2905,10012,2164,10667,1103,9474,1120,8992,0,4869,0,NC-10
12131,624,36505,1508,20620,2835,21841,5504,22251,3890,24735,3954,18557,1994,11443,475,5756,0,NC-04
7148,0,18522,1709,9932,1890,8795,4986,10204,2905,11686,2733,11776,2461,9040,0,5023,0,NC-05
12638,190,30629,1595,14980,1813,17802,3659,15533,2724,15748,1859,18734,785,10441,90,5995,0,OH-01
649,206,3144,142,1686,791,2075,1010,1646,291,2676,714,3419,181,2522,0,2220,0,NC-11
14184,242,33860,2665,11673,4517,19546,3639,16822,4228,18881,3439,20959,2093,14419,0,8164,16,NC-08
24012,1170,59204,2529,27690,6969,39080,9875,42547,7110,37844,6986,31232,5212,20134,466,9782,216,NC-12
2699,0,6179,15,2283,393,3903,214,2848,801,2859,479,3859,61,1231,0,1605,0,OH-07
2229,0,6350,200,2211,478,3940,1011,4143,239,2743,488,4098,302,2881,92,1691,0,OH-14
27651,1665,57702,1702,23948,4863,33013,6980,30904,5671,25591,4705,26957,2930,15601,411,9446,100,OH-03
7589,372,18821,2112,10076,1885,13036,1631,11764,1362,13397,1196,13788,801,11034,0,5996,31,OH-10
1544,38,2159,0,4185,519,3855,428,1883,35,2616,11,2468,100,600,0,430,0,OH-05
9004,0,16664,165,8291,1306,9518,1105,9508,1722,7635,784,7951,1055,6838,159,3687,86,OH-13
1403,0,5957,58,4262,415,1766,698,4653,445,4198,0,2526,0,1323,0,679,60,OH-15
9726,555,23854,2191,8166,2472,11963,1741,10277,2419,10883,614,11696,493,8157,0,3761,0,OH-09
1238,43,5998,1599,2517,833,3349,1459,3684,571,6516,940,4000,284,2009,0,1349,0,OH-12
1137,13,3639,157,1628,1098,1756,317,1810,433,2027,526,2839,255,2206,0,1588,0,OK-02
1830,51,4567,41,2692,1054,2188,181,4068,703,1888,46,1810,501,1440,0,1987,0,OK-03
4152,233,9995,680,5662,635,5674,1913,6260,959,4491,802,5954,327,3303,0,1307,0,OK-04
,,,,,,,,,,,,,,,,,,OR-01
,,,,,,,,,,,,,,,,,,OR-05
,,,,,,,,,,,,,,,,,,OR-02
1927,0,6915,0,3833,430,4890,1656,3997,0,3598,547,2358,0,1067,0,907,0,RI-02
9065,1244,31040,319,13594,2916,15971,1952,15499,5033,14455,1822,16699,2025,14124,192,7214,0,SC-01
9507,107,20976,902,12129,2000,16995,3269,13044,2930,14137,2175,14284,1969,9980,0,5792,0,SC-04
12087,580,33094,1465,14006,3307,17476,4077,21629,4432,21612,3045,22061,3004,18517,537,8455,7,SC-05
11118,485,33462,1407,12830,3191,20178,3800,20302,2124,20182,2952,18592,2478,12700,174,5928,0,SC-02
1371,390,4132,960,776,1291,2993,474,3061,510,2307,81,739,46,646,19,287,86,SD-00
654,0,2320,382,759,238,1821,964,901,942,2082,125,2012,632,1276,0,607,0,TN-01
15787,216,33046,429,17942,2325,23956,5872,21545,2056,18790,3067,19441,1948,12879,376,6061,394,TN-05
4081,135,14553,405,4687,1220,6274,1365,9370,1466,9399,1166,7719,1055,5203,0,2655,0,TN-07
2771,0,7667,400,4998,952,4210,1151,5179,366,3572,1382,4406,785,3894,109,1461,55,TN-02
39375,1527,76769,5304,35038,10471,51606,15009,41608,10903,43719,8716,50720,4694,34507,625,18195,107,TN-09
2660,53,5721,134,2263,930,3172,223,2969,323,3564,174,3057,333,2291,0,1286,0,TX-28
9885,698,16400,4564,10838,2614,12093,5274,11131,1879,11914,2052,12119,2250,11080,137,6251,0,TX-01
8463,0,21323,1487,7651,5068,19835,4523,16755,3727,11339,2360,6985,1289,4459,0,2304,0,TX-07
14126,608,32866,1376,15344,3547,18566,4797,22277,2736,21804,1917,17549,1754,8374,270,2931,0,TX-06
7765,108,18356,1684,12628,2713,10394,2480,9900,3395,12535,1612,9578,1287,6750,19,3400,0,TX-17
5711,92,9504,627,3540,1788,6072,978,6845,1709,5957,3108,7815,821,6401,198,2792,0,TX-36
3937,0,3830,0,947,926,2004,751,2218,753,2517,510,2017,64,1965,0,989,0,TX-16
9128,721,15937,1668,9479,4384,19758,3638,14431,3176,11070,1263,7532,1222,3396,59,1077,0,TX-24
10052,1040,20900,2286,7572,2967,12265,5433,10411,5378,11692,3615,13216,1319,7101,79,5361,0,TX-33
2971,127,5565,651,989,46,3674,1426,4157,1033,2269,820,4081,0,1892,0,967,103,TX-11
1525,42,1576,0,877,103,1358,783,1071,79,1376,316,2142,34,654,0,238,0,TX-15
1502,0,5176,211,1323,335,3306,564,2980,40,2733,201,3486,71,1163,0,689,0,TX-23
5512,303,15681,1213,7303,2906,6942,3295,9473,2658,8833,1281,7395,799,3987,12,1976,0,TX-12
4343,7,14789,1746,6847,493,5847,1814,9172,1770,8527,1524,5574,660,3493,0,1793,376,TX-08
,,,,,,,,,,,,,,,,,,TX-34
20343,1567,58079,6901,18133,9006,27537,11421,30173,9045,34586,7008,38778,5821,27252,320,15182,314,TX-30
21742,1583,39472,5498,20318,9034,28027,10643,20840,9648,29220,6568,29485,4730,22079,455,13797,115,TX-18
4629,994,18622,1423,9437,1921,8952,6594,10905,1663,8672,1796,9020,1072,5080,0,1861,0,TX-02
5523,91,9439,601,3992,1380,4515,1498,5128,975,5092,523,3491,378,2130,0,1320,0,TX-20
2767,0,4056,291,3195,1680,3666,1059,4094,814,4139,125,3253,337,2392,0,868,0,TX-21
10933,478,19336,2198,7827,3220,13238,3338,12715,1864,12210,1821,10170,683,6071,244,1298,0,TX-31
2712,38,10441,1785,4249,1547,4177,1842,8252,457,6146,1122,4656,1275,2650,257,2767,0,TX-25
9931,207,21792,2316,7868,2146,14756,4397,10531,4867,14296,3639,10421,1829,4776,43,1390,65,TX-32
6053,301,16205,1467,6713,1323,10882,2295,15935,1987,9147,2040,8898,503,4903,0,965,90,TX-03
5380,0,16464,326,4854,2421,5197,2837,8284,2121,10649,1817,10046,1336,4634,0,4905,0,TX-04
2169,698,6911,795,2446,1285,2157,1396,3491,1295,3660,809,3120,65,1868,0,813,0,TX-13
5592,1043,14092,2016,6379,1455,9236,3700,14682,1028,12569,310,6138,1000,2960,32,850,67,TX-26
21762,2341,45687,10718,16853,8553,28552,15565,32289,10125,29030,8655,29597,5863,22523,444,10747,87,TX-09
547,76,1676,210,794,543,1610,272,1163,0,559,186,691,306,610,0,87,0,VT-00
,,,,,,,,,,,,,,,,,,UT-01
,,,,,,,,,,,,,,,,,,UT-04
9414,539,20577,1165,10337,709,11431,1413,16710,1150,18044,1354,18445,1309,11237,309,7719,0,VA-01
4405,86,14528,737,4641,759,6025,976,9979,822,7932,772,7985,402,4685,73,1605,0,VA-10
7733,205,21235,440,9973,1870,11962,2357,11483,1995,16029,2382,16282,2560,19282,77,9481,0,VA-05
10044,199,24438,1256,10619,2547,17904,2422,16430,1942,16339,1939,16456,1786,10653,358,5150,240,VA-07
10873,0,18533,723,10466,1808,9928,2533,14860,1780,15512,938,12057,523,5665,126,2199,0,VA-11
1587,0,4725,501,5429,811,1569,842,2183,358,4522,603,5191,510,3429,0,1516,0,VA-09
7382,214,16756,638,6316,1309,14997,4062,16015,1606,15228,931,13818,1181,7066,527,3808,64,VA-08
724,0,2956,0,915,301,1013,105,1430,141,1791,44,855,58,1277,0,234,0,WA-03
4092,0,7071,172,4811,1004,4764,1435,4550,504,6405,292,5729,558,3152,0,930,0,WA-10
,,,,,,,,,,,,,,,,,,WA-04
1667,0,6570,155,3900,704,4229,1566,5890,1258,3483,120,5966,355,2517,297,1407,0,WA-07
8063,0,15549,75,8582,2022,14575,1465,11120,793,10130,1250,6765,571,4619,222,3195,0,WA-09
,,,,,,,,,,,,,,,,,,WA-08
1218,0,1853,50,1966,318,713,485,713,120,1518,31,967,30,646,139,1490,0,WV-01
954,0,3263,220,2445,171,3913,371,3279,610,3468,385,3566,112,2456,0,1449,0,WV-02
749,61,2798,93,456,328,1199,146,649,149,640,232,691,308,489,0,137,0,WI-03
25563,192,48869,1303,20426,3913,28974,4931,23674,3895,23088,2830,23523,1743,14173,79,8056,0,WI-04
,,,,,,,,,,,,,,,,,,WI-07
,,,,,,,,,,,,,,,,,,WI-06
1014,0,3369,0,905,561,1356,652,1115,166,789,86,448,35,259,0,0,0,WI-08
14884,401,55462,2030,28694,4027,33425,7859,42026,6132,46790,6232,53710,6107,44470,1058,38166,526,PR-98
16198,405,42360,1277,19749,6809,17062,5087,26711,4847,23796,4623,23819,2315,14833,14,7904,0,MS-01
19158,707,50263,1250,19095,9170,22305,5655,24634,7555,24892,5506,26304,4701,20510,132,11023,0,MS-03
15166,446,33799,1584,15534,5645,10779,4791,18054,5431,17058,7321,16681,2327,12720,84,5914,0,MS-04
37569,1162,91203,2891,31063,14503,36733,18952,48514,12157,39280,8444,47544,7212,36554,185,20387,37,MS-02
10953,232,20836,960,11987,1362,13971,3735,11209,606,12610,1198,14476,1278,10193,0,7642,0,PA-18
5522,106,11396,125,5708,1143,5915,571,7612,731,5333,630,4670,474,2219,0,1534,0,PA-07
15826,172,34035,940,14507,1560,23711,2923,20199,1863,21231,1790,21160,1139,10126,780,7350,0,PA-02
2998,0,8426,0,3640,86,6630,385,5864,601,3483,548,3752,125,3571,6,1534,0,PA-17
2928,0,6293,0,3412,224,2815,304,5335,278,4311,274,3100,181,1562,11,735,0,PA-01
1232,0,4632,23,2347,384,1685,0,2338,24,2170,154,1811,0,898,16,561,0,PA-13
2545,0,5212,23,4007,195,2842,161,3523,122,2700,104,3182,132,1724,6,1007,0,PA-16
4644,210,11292,656,6960,445,4611,1000,6048,492,5092,1093,5337,519,1789,0,1022,0,PA-08
7616,610,16467,1182,6500,615,10413,1629,8515,812,9122,537,7395,1264,5776,0,2849,0,PA-10
1681,0,4730,145,3501,109,3309,208,5031,384,2231,394,2782,65,1547,0,769,0,PA-11
278,0,2506,61,2226,243,797,1485,1705,0,722,0,1135,0,951,0,64,0,PA-09
5024,90,12339,110,5255,566,8173,848,6719,917,8197,625,6963,427,4499,47,3897,160,PA-04
,,,,,,,,,,,,,,,,,,PA-15
15295,327,41752,241,14394,3945,21845,3267,23110,1762,19433,1951,16956,1462,10607,71,5402,95,PA-05
29969,1542,66446,3434,39049,3548,54190,8695,41548,3535,42018,4882,49110,3378,36815,119,25663,101,PA-03
474,0,2375,277,1862,1292,1713,539,1403,280,1147,318,820,151,958,0,109,0,MO-07
2545,0,5849,801,2395,556,3986,1257,2860,752,3929,1291,3467,180,1438,0,609,0,MO-06
2859,75,5983,585,2198,1903,3676,871,2261,719,2114,621,3751,695,1669,0,489,0,MO-08
1954,111,4827,1445,1460,491,2841,403,3671,878,3782,1343,2213,711,1541,0,1480,0,MO-03
3407,0,5346,92,3960,602,4190,594,4067,241,1369,294,3597,320,1235,0,1237,0,MO-04
,,,,,,,,,,,,,,,,,,MT-00
1311,0,1429,76,157,718,1543,668,916,419,521,175,100,32,80,0,0,0,NE-03
8326,0,15749,1019,6242,1943,11428,2344,10300,1437,7139,872,7102,1393,5840,0,2851,154,NV-01
5923,469,11394,604,7726,1123,10625,1922,9542,968,9417,284,6413,174,5641,0,2423,0,NV-03
308,0,2609,20,2261,383,1221,117,1346,146,1856,293,1213,0,1282,0,603,0,NV-02
389,308,2024,0,1247,67,658,657,1709,259,1405,0,879,23,305,0,308,0,NH-02
8366,158,23630,406,11031,1054,13738,1806,14807,935,14640,314,13058,1199,9322,82,5783,0,NJ-01
28833,1690,60134,5710,31018,6133,42834,9499,38588,8157,45455,7593,41087,5342,29135,533,20299,50,NJ-10
1638,106,6390,367,3283,786,4011,1081,6349,113,5138,539,4279,819,3008,0,1949,40,NJ-05
1944,72,6953,112,3206,88,4085,174,3098,666,5135,172,5823,31,1499,0,961,0,NJ-07
4765,514,9585,1101,5486,1290,7439,1463,7226,973,8395,1207,8077,852,5672,0,3507,0,NJ-09
4665,148,12275,1724,7998,1357,7825,1410,10859,1010,9006,2837,7983,470,4996,74,3724,0,NJ-06
8229,0,16591,1028,10781,1443,15826,2041,13881,2400,16205,1634,16007,1882,11941,126,6061,0,NJ-12
822,63,3865,171,1562,462,2227,86,1600,922,1572,131,2033,70,1492,0,706,0,NM-01
705,0,2877,169,586,394,2047,0,1587,97,1428,0,899,103,704,0,853,0,NM-03
3178,0,12172,930,6887,1214,8032,1097,7804,808,10561,294,8311,526,3566,127,3929,27,NY-02
8888,118,24152,0,12750,415,14673,1282,11948,771,12137,659,12351,85,7267,0,4193,0,NY-25
833,0,2416,411,3459,0,2007,0,2208,143,2365,156,2436,45,2167,0,982,0,NY-03
807,0,2627,0,3919,101,3141,167,3527,36,3528,359,2877,65,2326,57,2752,0,NY-10
14281,359,32694,818,15554,2350,32912,2771,25350,3032,25731,1725,28487,791,17499,290,14202,0,NY-13
11636,289,24773,425,14364,599,17610,749,13024,585,12627,481,14988,255,9068,55,5903,41,NY-26
24664,134,47238,1133,24193,2972,37662,5497,38739,4496,38814,4256,41582,3417,34333,979,23559,111,NY-09
2426,0,6823,446,3133,430,4343,273,4430,783,4623,422,4204,0,2556,115,712,0,NY-01
4213,303,11848,62,10445,151,11282,1418,8675,456,9784,456,10354,321,5198,114,4722,0,NY-07
4918,132,16129,134,7218,734,8800,521,9592,939,11094,413,10166,502,6114,0,3475,0,NY-17
5492,0,4981,34,2591,439,5887,441,5544,191,3801,506,4296,151,1833,29,1177,0,NY-06
22339,1227,54069,3092,29998,3047,40432,8566,42138,3254,45979,4766,49479,3564,32689,822,25119,277,NY-05
