Under_6_years_With_health_insurance_coverage,Under_6_years_No_health_insurance_coverage,6_to_18_years_With_health_insurance_coverage,6_to_18_years_No_health_insurance_coverage,19_to_25_years_With_health_insurance_coverage,19_to_25_years_No_health_insurance_coverage,26_to_34_years_With_health_insurance_coverage,26_to_34_years_No_health_insurance_coverage,35_to_44_years_With_health_insurance_coverage,35_to_44_years_No_health_insurance_coverage,45_to_54_years_With_health_insurance_coverage,45_to_54_years_No_health_insurance_coverage,55_to_64_years_With_health_insurance_coverage,55_to_64_years_No_health_insurance_coverage,65_to_74_years_With_health_insurance_coverage,65_to_74_years_No_health_insurance_coverage,75_years_and_over_With_health_insurance_coverage,75_years_and_over_No_health_insurance_coverage,stateId
25010,2188,52443,8033,20606,6633,24987,8334,26258,8466,20381,8646,13257,3721,8407,562,5438,871,NV-04
2702,0,5049,1475,2465,1097,2452,1322,4732,1252,2093,200,1715,0,1151,0,204,0,NH-01
7218,0,14652,862,5740,530,5623,1610,7652,1824,6990,942,4983,179,3573,34,1603,0,NJ-03
8679,273,17627,2992,5801,998,6711,3066,8914,4837,9000,1956,6444,815,3415,0,2197,0,NJ-04
13802,531,27031,527,10696,2932,9950,4143,9155,6826,10834,4089,9049,1019,5354,575,1794,0,NJ-02
6417,316,16608,1026,6813,494,9316,1173,10516,1697,12728,1777,6293,1137,2995,505,2262,39,NJ-11
37017,1452,69641,8931,26862,15899,35792,18263,40105,24738,41744,14773,36071,8301,22096,2085,17820,669,NJ-08
33163,1596,82314,5461,36588,7583,36660,8690,39930,8086,34415,6987,34726,4563,24849,978,18895,45,NM-02
4865,0,12084,0,6062,456,6661,1412,4562,1175,4297,204,2713,167,2256,21,1236,0,NY-20
1904,62,4473,0,1932,107,2631,227,1716,238,949,0,1611,67,649,0,308,0,NY-21
17413,383,28579,2018,13683,2844,16391,4934,22218,4531,21417,2322,13168,667,8404,316,3928,0,NY-04
3465,0,6463,8,4614,449,3372,127,1866,308,2472,0,1666,173,803,16,467,0,NY-22
4177,303,12915,678,5773,1672,4915,1528,6132,2170,6020,698,3940,0,3266,164,1244,0,NY-19
1602,35,4859,74,2278,326,2465,842,2484,445,1813,60,1167,0,555,0,380,0,NY-27
25430,603,58465,1132,27660,6912,35994,17087,34575,15723,37126,9871,29819,5082,20848,1224,15807,264,NY-14
3850,0,8605,195,3336,144,4320,925,2967,678,3506,100,2013,121,965,90,545,0,NY-24
29237,1249,73031,4422,30350,6987,32365,13186,33822,13510,28916,10780,23851,5321,15433,495,9893,79,CA-26
23986,174,61585,2366,28064,4271,34067,7680,33856,6787,29399,4759,22982,3288,14563,106,8099,223,CA-19
26042,1206,59859,2857,28596,8446,26735,9514,24764,10087,20321,8915,19041,2963,11704,431,7690,0,CA-24
24149,575,53428,1174,24826,3642,32129,5053,27731,5342,21449,2688,15049,1398,8799,0,5575,129,CA-06
22204,632,49560,1724,18199,3347,27030,5905,25593,7953,21161,5732,17243,2321,7904,577,4798,82,CA-11
38728,1631,71236,7159,31267,6528,33207,9212,33967,7353,24750,5414,22147,5068,12489,85,6371,0,CA-08
10587,201,23971,1669,12686,2961,22864,5072,17348,5603,18937,6174,16835,2820,8779,730,7081,500,CA-28
9752,75,17177,48,8697,1252,21394,2882,17591,1843,13410,1591,8980,1281,6960,0,4617,0,CA-12
7738,413,19291,1479,7515,1922,9887,2284,12864,1138,9123,1007,10395,347,5865,0,4903,86,CA-04
44905,1802,113832,6271,52493,12750,54282,12266,53196,16169,46136,13480,31144,6664,15526,543,9885,569,CA-41
11810,54,23680,341,13969,556,15373,1164,16466,3354,15744,1803,10393,509,5404,171,4280,84,CA-17
31155,1121,76007,3673,40709,5235,55371,10154,50460,10221,44694,10218,40619,4413,26564,412,20448,378,CA-38
15996,401,28216,1832,12044,2668,14554,4077,12583,4007,10161,2131,8391,659,5253,0,3675,0,CO-05
22368,418,48902,6558,23586,4730,28856,6822,26223,8857,22666,4769,16835,1874,9615,200,5668,52,CO-07
10336,790,22488,1115,8224,2273,7228,4108,10450,4196,8599,920,4716,684,3574,0,2213,105,DE-00
11940,91,26872,463,13086,1279,12437,3342,15706,2474,12025,1431,9715,520,5022,167,3226,32,CT-01
13791,771,29498,1555,15371,2400,17332,4766,16936,3540,13319,2683,9136,1470,5206,237,3397,110,CT-05
22247,845,43066,5491,19116,6985,25987,13436,29075,9302,30200,8634,22927,6102,15555,606,13303,0,FL-14
14764,410,30276,3712,8789,8365,12237,6696,15516,9313,11692,6215,8933,3412,8487,883,4124,0,FL-16
12975,576,42038,4430,16724,4381,18283,6959,21869,8845,17929,4182,12374,2505,8336,897,5572,0,FL-15
8673,607,22815,3621,7244,2647,9977,3280,12487,5190,10028,3980,8123,2009,6467,75,5894,0,FL-12
3417,1014,9215,1354,4243,1111,2836,2408,4789,2094,1936,1169,3016,652,1469,200,685,0,FL-02
14959,721,30565,6449,8245,9362,11642,12176,18052,14127,21930,6920,18148,3638,11652,1179,9664,245,FL-21
10752,1119,23820,5936,4001,7261,4562,4392,7182,6901,7414,2583,3454,2285,2540,199,761,0,GA-13
3170,285,8029,1004,2066,1989,1277,1499,2739,2071,1550,1197,1009,586,803,431,384,61,GA-02
11424,296,18830,3064,6316,4828,6960,4203,9157,5401,7224,3775,2947,1398,1375,144,1494,0,GA-14
4099,286,9885,3150,3097,3337,3298,3181,2427,3314,2564,1826,1468,1053,1622,0,731,0,GA-12
10388,1088,24894,3035,9232,3388,10085,3669,9994,5909,7254,2836,5680,2209,3526,150,2157,0,ID-01
10962,213,22295,604,5431,1068,8590,1159,9938,779,7885,473,5074,444,3647,0,2135,0,HI-02
2328,124,4674,194,2545,72,2568,317,2419,248,1379,69,1070,157,682,0,613,0,IL-18
7875,503,20037,2211,7474,1172,8292,2834,9552,2177,10423,1785,4725,922,4469,129,1256,402,IL-14
7089,57,20048,999,7145,1226,7528,743,8687,1718,7717,994,3742,173,2689,14,1125,0,IL-16
6765,305,16347,887,6353,1923,4902,1340,6409,1723,5237,1178,3993,482,2630,0,1421,160,IL-17
21587,1173,49833,2998,20160,4249,22958,5378,30569,6847,24113,4630,13958,2808,9197,576,4749,391,IL-03
18959,679,49242,3308,20579,3648,18629,4420,24037,10128,18860,6095,9822,3419,6764,119,3567,96,IL-11
2055,0,4429,75,1614,562,1690,631,1061,431,1141,572,1103,10,984,0,564,0,IL-15
8446,238,17752,3548,8826,1372,6713,1818,6228,2539,5600,2787,4191,608,1263,0,960,0,IN-02
2779,110,6760,405,1416,346,2144,811,1258,1364,894,92,1213,329,385,180,1201,0,IN-06
5095,584,11921,1028,4149,1908,4696,1969,3186,2628,4553,986,2245,684,1041,0,951,0,IN-03
4428,292,13664,2087,4800,491,3619,1919,6367,1523,3058,1478,2683,288,499,0,445,0,IN-04
6498,547,14795,1238,6907,838,6248,2030,6429,2560,2896,843,3378,135,1532,88,241,0,IA-04
7180,207,15442,1037,8171,1112,5037,2280,6203,2279,3947,1589,1779,330,2061,217,963,0,IA-03
10784,546,22648,2812,7970,3213,8508,4428,6992,4592,5896,2540,4557,911,3048,288,1133,293,KS-04
2879,41,7236,139,2337,528,2520,797,3217,1097,1446,451,1201,87,969,120,394,36,KY-02
5186,442,8612,2258,3497,988,5448,1387,4536,2362,4419,760,2732,479,1338,126,410,0,KY-03
2822,0,7190,759,1753,412,2231,1209,2154,1526,2806,736,1055,0,423,198,274,0,KY-04
5288,542,8054,2561,2197,1843,3968,3319,2826,2054,767,1998,1623,1616,1224,515,920,0,LA-06
4322,297,6321,1290,1842,1032,2298,1791,2795,2995,2347,1703,1178,156,864,276,747,235,LA-03
9934,0,19369,143,9517,645,10458,1137,10630,458,7058,296,4975,421,3520,58,933,0,MA-06
17965,484,31014,1010,17525,2594,19391,3816,22417,1550,18223,1196,13329,318,5995,102,4603,0,MA-03
3455,16,7378,253,3402,592,3033,826,3651,960,2452,404,2169,255,1187,0,927,0,MI-07
5016,414,12070,1616,5523,938,4535,1735,4382,2185,3191,527,2348,196,1205,0,950,0,MI-06
2639,0,5488,1040,1883,385,2044,583,2768,652,2038,825,1541,713,984,84,609,0,MI-10
2422,54,5873,100,3241,333,2634,969,2034,277,2096,502,1497,141,1183,0,634,0,MI-04
3618,299,7492,1063,3324,423,3391,777,3809,152,4086,28,2254,62,987,0,562,0,MI-11
4114,51,7923,356,6162,846,5296,957,5079,486,4488,430,3496,962,2283,62,888,0,MI-12
4429,55,11701,1562,4153,1607,3714,1424,5640,2695,3430,947,2344,697,1435,0,479,0,MN-02
1638,149,2715,261,919,132,1526,521,1050,295,1360,128,1075,68,150,0,183,33,MN-08
5032,0,12070,1024,4527,693,4571,2465,5071,1748,4637,853,2703,579,1313,0,1078,0,MN-04
21231,1099,40741,6318,23115,6884,27696,11330,20285,10953,14797,6602,11684,3056,7871,331,3928,0,AZ-09
1611,100,5048,323,3152,1234,2541,513,1440,1194,2436,1297,1465,409,259,0,619,0,AR-01
4702,278,10137,3183,2800,1627,2010,1891,2318,3624,2171,2673,1814,668,1115,21,287,316,AR-04
51774,1410,111061,5485,45043,8133,48096,15228,46617,13127,37227,10187,30740,4316,19722,195,12025,117,CA-16
20976,465,48922,4596,28405,5914,39289,11712,33131,11176,27736,11405,22056,4725,12959,846,8386,316,CA-37
21081,779,47232,4171,27424,4147,36411,8622,30931,5299,27107,4996,20699,2123,13176,66,6904,259,CA-53
35069,1645,84683,5760,43954,6150,48275,9637,42922,9944,39514,9191,27532,3789,19154,764,8536,197,CA-31
6292,1441,14241,3264,4622,1989,4356,4724,3678,4079,2611,2784,2144,935,776,371,941,0,TN-04
3087,152,6198,193,5163,377,3315,417,1775,169,2467,322,2443,0,826,0,586,0,NY-23
20007,76,38290,972,19900,2356,23486,5922,23591,4134,21942,3039,17993,1358,13327,207,9220,0,NY-16
12004,105,24125,741,11726,2066,14765,2475,13581,5814,13565,2644,10220,1521,7484,0,3971,0,NY-11
45863,941,90619,2504,45446,6239,54197,12059,47955,10276,47542,8230,46486,5423,26489,762,20309,291,NY-15
12857,0,25463,35,12246,1187,16883,3093,17209,1766,12559,930,12955,277,10276,0,4345,0,NY-08
5786,0,13835,100,10309,812,17457,1114,14979,1328,9881,1531,9489,661,8701,190,6487,0,NY-12
12255,737,27290,784,13072,1480,14614,2154,18029,2243,14550,1583,10698,857,5462,307,2684,0,NY-18
6795,803,14721,4118,3608,4085,4419,5918,2697,9108,2697,2866,2302,660,1508,144,583,245,NC-01
8731,974,20628,2894,5971,4548,4958,5447,4412,6334,4219,2805,2612,1233,1492,247,586,76,NC-07
10437,521,21961,3941,7328,2658,5410,4385,5848,7114,4855,4149,3594,1026,1140,66,1394,66,NC-02
9179,738,23574,663,4864,4468,4568,6915,7039,6102,4875,4130,1923,1620,1495,58,884,0,NC-06
6674,574,13284,2274,3405,1067,5138,3147,3185,3773,3216,4704,2613,451,871,0,673,0,NC-03
5817,859,13372,2442,3076,1988,4101,3136,3552,4468,4023,1708,2328,546,2168,70,988,0,NC-10
9888,1244,21286,4914,7532,2246,6897,5083,8596,8661,6965,5355,4248,2324,1805,359,1249,0,NC-04
7778,469,20523,2452,6211,3533,5013,5611,4130,5256,4287,4435,2542,2199,667,452,365,370,NC-05
2470,971,6402,1523,1130,1008,1539,1199,3532,1501,1475,0,1093,90,799,0,466,0,OH-01
4603,339,10757,2885,2876,2531,3181,3951,2187,4395,2838,3931,2249,1087,2181,138,1101,68,NC-11
10465,1087,19170,3120,6004,4142,5990,4963,6067,4760,5911,2850,3263,765,2788,0,1399,0,NC-08
16349,2713,26146,8621,8096,6326,9927,9991,9538,13545,8289,7112,5519,3545,2168,1678,1312,177,NC-12
2306,98,5495,91,2134,900,2438,754,1890,471,1694,172,1116,458,991,0,128,0,OH-07
2098,352,5545,1016,1937,887,2955,1092,2046,1210,1358,309,1398,0,696,0,362,78,OH-14
7472,887,13078,2861,4260,2096,4773,4976,4896,3811,2813,2532,1536,1180,743,403,246,0,OH-03
2590,231,4974,971,2151,266,1593,1406,2397,1281,1365,446,1385,37,653,0,581,0,OH-10
4946,131,9900,473,3677,301,6690,1201,4153,821,3489,904,2710,286,1922,0,1290,0,OH-05
2750,0,4442,56,3414,547,2934,433,2748,823,2493,422,1520,437,881,0,794,0,OH-13
1806,0,6154,394,1079,118,1468,247,2313,593,1228,140,891,0,389,314,320,133,OH-15
7929,340,16827,1364,8138,1169,8114,1950,8863,1801,6991,1047,4842,552,3831,0,1992,0,OH-09
1779,173,5418,56,1741,348,2393,47,2644,105,2125,955,1216,0,418,0,309,0,OH-12
5290,573,10420,1350,3273,2123,2752,2236,2989,2126,2133,1446,2400,438,1332,157,490,67,OK-02
8541,281,19812,2762,5933,4404,6951,5674,5275,3306,5242,3033,3865,929,2400,0,750,0,OK-03
6348,222,17113,1097,5870,2300,8189,1857,6548,1801,5577,1472,3985,1080,2517,97,469,0,OK-04
13199,316,30710,2465,13034,2181,16143,4332,13666,4774,9868,4281,6385,1567,3717,0,1591,0,OR-01
17010,791,36563,3056,14067,4614,14662,5763,14745,6429,10469,4151,7796,1042,4276,310,1849,0,OR-05
12372,329,29949,2430,10770,3167,12000,1942,11157,4176,8577,5005,6221,756,5493,170,2032,106,OR-02
6092,0,13630,0,6631,1074,12557,2293,10111,1325,5814,1183,5061,255,3247,0,1641,0,RI-02
5736,440,10633,2632,3360,1219,2996,3958,4048,3090,3050,2365,3143,362,1395,0,1378,0,SC-01
8072,464,14632,2697,4320,2935,4428,3801,5547,5601,5088,2378,3519,1758,1013,0,1086,0,SC-04
3787,102,6683,598,983,1229,2000,2156,3865,2385,2028,449,1807,1429,1298,0,585,0,SC-05
4462,562,9588,1176,3347,634,3130,2220,3088,2422,2898,1537,1340,171,1514,282,806,0,SC-02
3233,1271,7043,1615,2526,702,3042,1383,2175,1502,2407,1105,1615,77,797,0,1209,51,SD-00
4131,204,7488,989,2332,2199,1041,2720,552,2908,1428,1191,844,913,562,0,149,0,TN-01
8292,1881,14065,6000,3927,4028,3680,6658,5031,7260,3472,4203,2086,2499,710,329,896,0,TN-05
3603,463,12111,1010,3005,806,3454,933,3724,3569,3657,630,1924,158,1401,0,483,0,TN-07
3212,236,7556,1516,2255,1488,2431,4026,1636,2413,2399,834,1236,491,895,0,599,0,TN-02
5936,2070,15173,3229,2375,3787,1907,3987,2756,5510,2419,2605,1351,1432,605,358,494,0,TN-09
55344,9044,117504,29139,33178,35620,37255,34698,41235,32333,44442,25297,38005,15086,32534,1835,21630,745,TX-28
16468,956,28108,6866,10174,4386,8849,8933,9039,8860,8418,3232,4683,2981,3468,446,1930,46,TX-01
19629,4204,34300,8430,11316,9983,23185,16055,19757,19350,19112,10504,15596,6070,8026,1165,3566,506,TX-07
21172,2517,42503,10464,13981,7870,19413,12728,19634,10743,14554,7348,11536,2474,7845,82,2585,106,TX-06
19589,1345,42745,6118,21835,7335,20802,8283,19889,8598,15163,5564,12862,4404,7485,0,3735,51,TX-17
18033,4677,39390,13549,14559,9961,18371,12178,14715,11482,17360,10551,11829,3275,6652,302,3661,701,TX-36
49416,4796,107659,18892,36354,29599,49942,28737,47534,24136,51627,19676,43605,18648,38476,1111,28865,651,TX-16
16209,2627,36916,7402,12597,8635,19025,11842,18686,14105,17341,6861,9532,5899,4564,1232,2726,375,TX-24
43093,8529,94951,30759,25937,31674,30398,35946,29386,42890,31441,29353,26400,13301,15319,1503,8450,931,TX-33
27527,8435,54756,18947,24571,10454,32208,12094,29933,13316,23788,9811,17845,6951,12680,67,7479,0,TX-11
60614,9355,124669,26585,32645,40398,41858,39278,47609,36458,40412,29088,37573,19225,37248,1490,22810,1865,TX-15
48963,4298,108323,16020,31721,16709,45242,23144,52017,20333,41210,16994,38582,8182,37097,669,21656,457,TX-23
18196,2622,37728,12111,13645,9187,18885,6618,17929,10346,14290,9784,9389,2131,5664,528,3993,0,TX-12
18901,1728,49445,7651,16631,7410,18128,8482,15703,12383,18942,8973,13127,2137,6922,396,2948,97,TX-08
53374,7728,111275,25383,33745,33358,37576,32431,38560,30188,38949,30189,36098,17400,39946,1907,26150,1067,TX-34
32113,5362,61000,21617,20161,17714,22989,22007,21016,21712,19565,14150,16796,8052,9833,689,3769,274,TX-30
31071,6608,65747,27165,20450,22285,24058,29822,22402,34258,19577,19875,16321,8622,9843,2267,6041,807,TX-18
20422,3131,39509,13827,16511,11868,21712,13914,25335,16598,16333,12362,16611,4043,8940,1068,4990,572,TX-02
47942,3646,98814,14721,42945,24892,48775,26799,55571,25724,46499,19222,41579,10850,34070,2013,21825,303,TX-20
18188,1982,40815,7832,24093,6680,30678,12049,23982,12017,24885,5131,16796,3996,15270,17,6462,159,TX-21
21596,3052,48096,5933,18427,7703,22920,8978,28196,7600,20516,4287,12839,2789,8179,491,3229,812,TX-31
13338,761,29059,5871,11093,4982,13254,6429,14042,5965,14908,5570,10145,2704,4372,110,3093,73,TX-25
21594,3068,36480,16142,14376,10443,13034,15498,10855,16987,14042,11166,8941,6416,5897,1074,3903,0,TX-32
11261,866,28212,6042,11213,5128,11111,5136,13815,8969,13341,4441,6730,2569,4040,707,2206,0,TX-03
11186,2688,27832,5167,8985,4159,8736,6437,10273,6915,6853,3445,6282,2992,2362,609,1445,10,TX-04
18079,3150,40411,10624,13723,9829,16014,8615,17390,9639,13204,7656,10846,2897,7992,23,4796,77,TX-13
17605,1654,39229,6909,16221,7598,17610,4325,18339,8438,16951,4982,9658,3891,6132,83,2181,0,TX-26
24061,4637,53832,15224,14956,16785,19276,21034,16562,28733,17126,19748,16728,8195,7899,863,6674,111,TX-09
883,0,3160,0,2134,754,910,24,979,171,947,417,881,0,755,0,121,0,VT-00
10316,1691,26223,4374,9855,2795,9913,3111,10993,3638,7633,3647,3727,1558,3325,349,1501,0,UT-01
16698,1495,29509,6611,11152,5664,13734,5849,14785,7268,10853,5896,6839,1434,3529,198,2155,0,UT-04
9033,1114,17617,2557,5946,3338,6540,3595,11165,5486,8373,3841,5538,1479,2253,76,835,0,VA-01
12848,779,27816,5885,6913,4564,8790,5048,11794,7241,11137,6145,6498,1791,3591,427,1209,100,VA-10
1691,170,7001,807,3016,1071,2321,1079,2990,2208,706,738,1103,332,754,103,159,113,VA-05
5904,323,12372,4541,3844,2445,4257,4212,7120,3943,4824,2411,2573,913,1482,545,803,240,VA-07
13596,1111,28013,5452,10616,4280,13089,6764,15630,8582,12185,6016,11258,3650,5180,496,3425,73,VA-11
1803,85,3867,347,2292,745,2110,1051,1334,865,1827,123,549,596,214,43,443,0,VA-09
15218,842,26864,2695,9207,5958,13817,6525,15694,10805,10447,8204,10146,3004,6988,86,1789,321,VA-08
9121,33,21522,206,6654,2094,7319,3351,7296,4021,5281,2047,3336,932,2532,0,654,17,WA-03
13186,210,21858,1136,8303,3433,10277,3932,10433,3667,6771,1202,4656,964,2082,106,1056,0,WA-10
35744,2365,78226,5467,22019,9936,23621,16940,21973,14862,17246,10612,13554,4897,8274,730,3642,350,WA-04
4859,363,9774,1358,6736,1416,13189,3581,7858,3128,4434,1701,3813,363,2273,0,688,0,WA-07
11799,323,20354,1381,7275,4073,10297,4154,9768,5728,8741,3334,4100,1194,2229,257,1202,0,WA-09
10361,1089,27591,1055,6020,3564,7389,3530,9414,4684,6587,2296,4863,522,1505,0,1953,0,WA-08
532,0,1503,459,1015,187,485,0,618,60,638,0,713,106,234,0,159,0,WV-01
916,429,3787,201,865,422,1366,234,2357,707,1182,25,620,0,506,0,239,0,WV-02
1807,196,5358,702,1982,730,1625,795,1590,1258,1166,355,1111,110,682,51,300,0,WI-03
13995,599,28725,3274,10625,4124,12158,5172,10455,6864,8157,5073,5651,2588,3471,263,2306,73,WI-04
2142,183,4849,255,1041,409,1854,764,1818,1492,1133,136,618,79,654,0,563,0,WI-07
3599,464,9229,574,2836,1561,3089,1313,2672,2006,3357,358,1719,74,607,74,214,0,WI-06
4096,1152,10147,1898,3735,674,3323,3093,3471,1455,2559,1457,1222,915,1142,0,720,0,WI-08
134465,4357,451977,18121,273542,34935,268217,55513,337741,46793,362758,38932,384492,34360,354995,4586,303288,2092,PR-98
3153,401,6106,475,1474,1433,2209,1240,1960,1128,1234,1652,1009,583,750,217,376,0,MS-01
1668,1022,2629,1827,457,1544,1006,1004,717,1837,1183,851,738,279,93,0,246,0,MS-03
2358,276,6434,3518,2150,1539,1761,2102,2753,2425,3150,399,1846,232,695,34,1506,0,MS-04
1295,0,1623,850,731,1007,637,1344,1241,1058,323,512,348,8,37,0,316,103,MS-02
2144,0,3233,0,2267,228,3551,221,2236,910,1238,0,909,89,697,0,716,0,PA-18
16235,495,34907,1006,11008,3898,18938,3513,18359,3602,12913,3151,10885,926,5749,46,2710,0,PA-07
22621,744,44265,3381,15141,6837,21451,8352,18592,6437,15952,5964,14342,2768,9459,0,4571,0,PA-02
965,39,2827,0,578,254,1577,589,1691,218,1232,310,1013,31,453,0,264,0,PA-17
3950,191,9733,408,2433,430,3650,1487,6123,1805,3726,125,3098,234,967,0,1012,0,PA-01
2391,207,6252,742,1872,443,1813,844,3027,661,1938,405,932,68,668,0,959,340,PA-13
2935,77,3240,255,1492,398,2426,489,1595,571,1543,663,798,0,650,0,193,0,PA-16
9156,385,22428,841,8890,1571,8264,2133,9223,2987,7613,1897,6464,974,2327,456,989,194,PA-08
8135,116,17222,357,6680,1266,6056,1723,8494,611,6873,955,3806,500,2063,0,1010,0,PA-10
7066,495,16062,694,7057,714,7845,932,8700,1400,5114,528,4595,198,2837,0,550,0,PA-11
5020,914,10920,784,4334,862,5898,2319,4591,554,5274,336,3752,156,1290,0,530,0,PA-09
4657,503,8344,1797,3289,1170,4175,1016,5052,2139,3363,224,2623,208,1661,0,262,0,PA-04
,,,,,,,,,,,,,,,,,,PA-15
3689,0,6901,420,3262,221,4127,760,4081,1942,1813,985,2297,270,455,0,269,33,PA-05
2507,0,5313,325,6079,303,5030,1368,3524,1168,2185,913,1192,263,493,0,724,0,PA-03
4738,348,9695,1874,3203,2603,4175,2049,3619,2468,2096,1511,1999,614,1012,370,249,0,MO-07
3644,627,7853,853,2347,285,2672,1626,3378,668,2757,981,2351,361,726,0,750,0,MO-06
1352,0,3774,339,1331,455,1457,529,662,813,727,650,1025,150,442,0,333,0,MO-08
1402,54,4296,586,2292,447,913,1474,3493,533,1776,414,1034,549,1025,0,239,0,MO-03
2933,369,7169,1007,2495,977,2387,1656,2849,845,1532,430,1117,279,914,31,295,0,MO-04
2629,281,10216,187,4267,508,4320,981,4119,470,3506,217,2811,357,2725,0,1298,0,MT-00
8187,1359,17888,1625,5565,1340,7226,1955,5473,2067,7670,1592,3703,1683,2783,0,1567,0,NE-03
29095,2917,63372,12934,24777,12840,33401,18600,28555,20212,26650,14462,19229,6911,10678,1190,6954,248,NV-01
12985,1426,28713,2699,12903,1533,17261,2570,17794,4203,16203,1687,11527,1482,7908,521,3309,0,NV-03
17774,1403,34245,5352,17107,3774,18522,5655,14013,7471,15828,5103,11847,1358,8109,139,3172,0,NV-02
2941,0,5643,280,3054,320,2806,1426,1872,128,2408,652,1808,0,874,0,873,0,NH-02
11022,845,22440,1285,8440,3117,10922,3641,10255,4844,8883,2028,6279,1271,3908,0,2789,56,NJ-01
15556,107,25368,1206,10430,3416,16299,6841,17231,5437,13821,4396,13038,2281,10259,215,4691,0,NJ-10
7973,203,21423,1027,9103,1585,10037,2008,14194,3511,14438,1141,9246,1067,6050,127,3108,43,NJ-05
10193,195,18839,1376,7117,3182,8899,4152,12453,6257,10667,3888,7668,2568,3752,268,2094,95,NJ-07
28854,1246,53341,5626,23641,8507,29101,12739,28765,15753,25858,11214,23015,8435,16824,682,11088,510,NJ-09
15646,190,32249,1458,15669,4916,15711,5737,18688,5338,17906,5153,11910,2396,7749,420,3725,386,NJ-06
14208,2481,27191,4265,8419,4229,12883,8414,12970,8263,11668,3570,9179,1938,4318,0,2397,478,NJ-12
25425,516,69014,3504,28795,8037,39992,6994,36986,10321,34616,5785,34451,3541,25057,564,16114,0,NM-01
23914,975,52769,3655,23147,6431,29202,4525,30586,6271,25538,5398,27751,4317,21182,139,16506,249,NM-03
18275,0,32944,2045,14533,1356,15717,2120,23679,3695,20272,1362,14811,827,7384,125,5180,0,NY-02
6506,130,16924,99,7657,797,9327,480,7765,704,6013,805,4983,45,3084,0,1565,0,NY-25
6810,0,15943,754,6568,1048,8088,2177,8890,1752,10728,1891,6052,985,3936,0,4468,83,NY-03
8586,167,12965,731,8182,944,13357,2830,12099,3123,10663,803,8897,986,7477,0,6028,0,NY-10
31227,449,65945,2224,37698,4600,59950,9578,42609,10659,42409,8257,39614,3025,27749,895,19839,165,NY-13
5018,0,13188,0,5673,139,7101,993,6040,739,3980,81,3200,246,1939,0,887,0,NY-26
8627,0,15514,177,8397,1010,12451,2931,10310,2576,7460,2668,7089,454,4051,71,3175,94,NY-09
17678,463,25826,1209,10184,1533,13147,4706,15155,3279,14435,1451,9004,1735,4709,72,2354,0,NY-01
19073,355,45750,1319,24347,3081,32793,7141,26191,7216,31693,5502,29340,2657,18856,346,14930,99,NY-07
17169,203,32755,614,14298,657,16701,4978,23209,6037,20353,1582,14377,1061,6303,367,4596,0,NY-17
11594,44,25401,345,10157,1374,14002,4233,18762,4447,16567,3133,14483,2624,7931,350,5381,0,NY-06
14530,48,27669,376,11925,3625,13400,4463,16698,4348,15709,2332,16899,1516,10100,95,6753,84,NY-05
